name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age,review1_name,review1_rating,review1_text,review2_name,review2_rating,review2_text,review3_name,review3_rating,review3_text,review4_name,review4_rating,review4_text,review5_name,review5_rating,review5_text
Brandy Howard DDS,"
1300 Fulton St Ste 101, Denton, TX 76201, United States",North Denton,DFW,+1 940-383-0070,,5.0,4,Dentist,Show open hours for the week,https://www.google.com/maps/place/Brandy+Howard+DDS/data=!4m7!3m6!1s0x864dcb04dfe3fc5d:0x8d1472cd2d3da422!8m2!3d33.2280225!4d-97.1440542!16s%2Fg%2F11gnsfytkf!19sChIJXfzj3wTLTYYRIqQ9Lc1yFI0?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:01.883461,,,,4,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Recent,12mo ago,John Cobb,5,"Going to the dentist isn’t usually at the top of anyone’s list, especially if it’s unplanned. I had to go yesterday for a tooth that had been causing some pain for a while and a previous filling had recently fallen out. Dr Howard took the time to chat and catch up before she just went straight to wo",John Cobb,5,"Going to the dentist isn’t usually at the top of anyone’s list, especially if it’s unplanned. I had to go yesterday for a tooth that had been causing some pain for a while and a previous filling had recently fallen out. Dr Howard took the time to chat and catch up before she just went straight to wo",Angie Holtz,5,Amazing dentist and person! She knows her stuff! Highly HIGHLY recommend her as your dentist.,Angie Holtz,5,Amazing dentist and person! She knows her stuff! Highly HIGHLY recommend her as your dentist.,Debbie Brooks,5,Thank you for the 5 star review!!
Cramer Orthodontics,"
1308 Crescent St #108, Denton, TX 76201, United States",North Denton,DFW,+1 940-575-7481,https://cramerorthodontics.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=Denton,5.0,319,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Cramer+Orthodontics/data=!4m7!3m6!1s0x864dca70c0b899e1:0x7920016de5722b98!8m2!3d33.226172!4d-97.1482428!16s%2Fg%2F1vnrq__b!19sChIJ4Zm4wHDKTYYRmCty5W0BIHk?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:06.084492,https://www.facebook.com/cramerorthodontics,https://www.instagram.com/cramerortho,,319,5,,9,no,,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
"Southridge Dental: Ted Dunson, DDS","
3303 Unicorn Lake Blvd #200, Denton, TX 76210, United States",North Denton,DFW,+1 940-566-4942,https://www.southridgedental.com/,5.0,5,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Southridge+Dental:+Ted+Dunson,+DDS/data=!4m7!3m6!1s0x864dcb23f0c2149f:0x3ba613faf72d0729!8m2!3d33.1734968!4d-97.0959374!16s%2Fg%2F1hc3ns_4t!19sChIJnxTC8CPLTYYRKQct9_oTpjs?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:16:11.372208,https://www.facebook.com/tr,,,5,15,,8,no,Large team (15 doctors); Facebook only,2,"Warm Digital, No Proof",Group,Recent,12mo ago,,,,,,,,,,,,,,,
"Peter Huynh, DDS PC","
1912 N Carroll Blvd, Denton, TX 76201, United States",North Denton,DFW,+1 940-591-1195,,3.6,20,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Peter+Huynh,+DDS+PC/data=!4m7!3m6!1s0x864c2cec08094fd1:0xbebd7774915c9865!8m2!3d33.2316667!4d-97.1366118!16s%2Fg%2F1tltmsdd!19sChIJ0U8JCOwsTIYRZZhckXR3vb4?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:16:16.826628,,,,20,,,0,,No website,3b,Reputation Rescue - High Reviews,Solo,Recent,7mo ago,,,,,,,,,,,,,,,
"Bernard Mancini, DDS","
1308 Crescent St STE A, Denton, TX 76201, United States",North Denton,DFW,+1 940-566-3368,http://www.bernardmancinidds.com/,5.0,2,Dentist,,"https://www.google.com/maps/place/Bernard+Mancini,+DDS/data=!4m7!3m6!1s0x864dca70c0b899e1:0x273113f42a3f636e!8m2!3d33.2262115!4d-97.1480937!16s%2Fg%2F1wk7r7_4!19sChIJ4Zm4wHDKTYYRbmM_KvQTMSc?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:16:20.507078,https://facebook.com/Bernard-Mancini-DDS-1644603482448513,,,2,1,,8,no,Single practitioner; Facebook only; No SSL,2,"Warm Digital, No Proof",Solo,Stale,6yr ago,,,,,,,,,,,,,,,
Dr. Deandrea Bell,"
2416 Lillian Miller Pkwy Suite 180, Denton, TX 76205, United States",North Denton,DFW,+1 214-821-6466,https://denton.mintdentistry.com/our-dentist,5.0,2,Dentist,,https://www.google.com/maps/place/Dr.+Deandrea+Bell/data=!4m7!3m6!1s0x864dcb214826813d:0x771fd9a858661dbe!8m2!3d33.1863734!4d-97.1095795!16s%2Fg%2F11ty7vk9ln!19sChIJPYEmSCHLTYYRvh1mWKjZH3c?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:25.791695,https://www.facebook.com/tr,https://www.instagram.com/mintdentistry,,2,2,,10,yes,Has online booking; Has online booking,2,"Warm Digital, No Proof",Group,Aging,2yr 0mo ago,,,,,,,,,,,,,,,
Mark Barnett,"
3323 Unicorn Lake Blvd Ste 131, Denton, TX 76210, United States",North Denton,DFW,+1 940-382-3834,,5.0,1,Dentist,,https://www.google.com/maps/place/Mark+Barnett/data=!4m7!3m6!1s0x864dcb345d530305:0x691b6c09f2ae77bf!8m2!3d33.1731437!4d-97.0962317!16s%2Fg%2F11qgb7s2xs!19sChIJBQNTXTTLTYYRv3eu8glsG2k?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:30.541992,,,,1,,,0,,No website,4,Invisible Good,Unknown,Recent,12mo ago,Janice Hauge,5,"I've been taking my mom to Dr. Barnett for a few years. She is 90 years old and exceptionally healthy, but no longer drives so I bring her and generally wait in the waiting area. Most important is the dentist: she thinks he is fantastic - professional and thorough. The dental hygienists also have be",Janice Hauge,5,"I've been taking my mom to Dr. Barnett for a few years. She is 90 years old and exceptionally healthy, but no longer drives so I bring her and generally wait in the waiting area. Most important is the dentist: she thinks he is fantastic - professional and thorough. The dental hygienists also have be",,,,,,,,,
"Dr. Daniel W. Fuller,D.D.S","
3323 Unicorn Lake Blvd #131, Denton, TX 76210, United States",North Denton,DFW,+1 940-382-3834,,4.0,12,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Daniel+W.+Fuller,D.D.S/data=!4m7!3m6!1s0x864dcb1d558a9b1d:0xbbb14d088074ae8e!8m2!3d33.1731872!4d-97.0952301!16s%2Fg%2F1hc6xq5bh!19sChIJHZuKVR3LTYYRjq50gAhNsbs?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:16:34.860486,,,,12,,,0,,No website,4b,Invisible Good - High Reviews,Solo,Stale,7yr ago,Tish Williams,5,"Dr. Fuller saw me when I had no insurance and barely any money to pay, but was in so much pain I couldn’t stop crying. He brought me back into a chair and did all the work he could get done that day and told me we’ll take care of it when we can. This man works at a mission every other Friday donatin",Tish Williams,5,"Dr. Fuller saw me when I had no insurance and barely any money to pay, but was in so much pain I couldn’t stop crying. He brought me back into a chair and did all the work he could get done that day and told me we’ll take care of it when we can. This man works at a mission every other Friday donatin",Dawn Ide,5,I came to the office for a 2nd opinion. My other dentist said I needed a lot of work that I felt was not needed at this time. The front office staff were very nice along with the person that took me back and took my xrays. The chairs have a great view outside so you are not staring at a wall while w,Dawn Ide,5,I came to the office for a 2nd opinion. My other dentist said I needed a lot of work that I felt was not needed at this time. The front office staff were very nice along with the person that took me back and took my xrays. The chairs have a great view outside so you are not staring at a wall while w,Michael Brown,5,"Excellent care from friendly reception to professional completion.  My teeth pose some real challenges, but Dr. Fuller has always handled them exceptionally well and left me with a brilliant smile."
Community Dental Partners,"
5800 N N Interstate 35 Suite 205, Denton, TX 76207, United States",North Denton,DFW,,https://www.communitydentalpartners.com/,5.0,4,Corporate office,Show open hours for the week,https://www.google.com/maps/place/Community+Dental+Partners/data=!4m7!3m6!1s0x864c353500000001:0x51fca1f59ba112b7!8m2!3d33.2533603!4d-97.1745852!16s%2Fg%2F11gr3l0g4j!19sChIJAQAAADU1TIYRtxKhm_Wh_FE?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:39.583753,https://www.facebook.com/JoinCDP,https://www.instagram.com/communitydentalpartners,,4,3,,9,no,,2,"Warm Digital, No Proof",Group,Stale,3yr ago,,,,,,,,,,,,,,,
"Youngjin Kang, DDS, DMD","
3400 N Interstate 35, Denton, TX 76201, United States",North Denton,DFW,+1 940-270-7210,https://www.aspendental.com/providers/Youngjin-Kang/1538680053/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=&utm_content=listing,,,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Youngjin+Kang,+DDS,+DMD/data=!4m7!3m6!1s0x864dcb2a94e416b3:0x786c7521661b5c68!8m2!3d33.228027!4d-97.1724354!16s%2Fg%2F11ym7vwrfj!19sChIJsxbklCrLTYYRaFwbZiF1bHg?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:16:42.807343,,,,,,,4,no,No social media; No mobile viewport,5,Digitally Absent,Solo,No reviews,,,,,,,,,,,,,,,,
Natalie Goodman DDS,"
2412 Old North Rd STE 100A, Denton, TX 76209, United States",North Denton,DFW,+1 940-382-9960,http://dentonlifetimedentistry.com/,5.0,2,Dentist,Show open hours for the week,https://www.google.com/maps/place/Natalie+Goodman+DDS/data=!4m7!3m6!1s0x864db5f3743b854d:0x4abfdc92c30a0d74!8m2!3d33.2364376!4d-97.0984592!16s%2Fg%2F11rn299zth!19sChIJTYU7dPO1TYYRdA0Kw5Lcv0o?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:46.165724,,,,2,,,3,no,No social media; No SSL; Thin content,2,"Warm Digital, No Proof",Solo,Fresh,150d ago,,,,,,,,,,,,,,,
"Orthodontic Associates of North Texas, PA","
3180 Teasley Ln, Denton, TX 76205, United States",North Denton,DFW,+1 940-381-1988,http://www.dentonorthodontics.com/,4.9,75,Orthodontist,Show open hours for the week,"https://www.google.com/maps/place/Orthodontic+Associates+of+North+Texas,+PA/data=!4m7!3m6!1s0x864dcafdbbc3fcf5:0xb4e7f7da1bab31d4!8m2!3d33.1755715!4d-97.1147788!16s%2Fg%2F1tfkr547!19sChIJ9fzDu_3KTYYR1DGrG9r357Q?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:16:51.151883,https://www.facebook.com/pg/OrthodonticAssociatesofNorthTexas,,,75,7,,8,no,Large team (7 doctors); Facebook only; No SSL,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
Anthony Patel Orthodontics - Denton,"
2430 Lillian Miller Pkwy, Denton, TX 76205, United States",North Denton,DFW,+1 940-435-0267,https://anthonypatelortho.com/locations/denton-lillian-miller/?utm_source=google_my_business&utm_medium=organic&utm_campaign=seo&utm_content=DETX,4.8,177,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Anthony+Patel+Orthodontics+-+Denton/data=!4m7!3m6!1s0x864dcb2155c6b3f3:0x1455e309a3887846!8m2!3d33.1850743!4d-97.1091682!16s%2Fg%2F113hsnczm!19sChIJ87PGVSHLTYYRRniIownjVRQ?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:54.806770,,,,177,,,5,no,No social media,1a,Leaky Funnel - No Booking,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Mc Cracken Todd DDS,"
2215 S Loop 288, Denton, TX 76205, United States",North Denton,DFW,+1 940-891-0663,,4.2,5,Dentist,,https://www.google.com/maps/place/Mc+Cracken+Todd+DDS/data=!4m7!3m6!1s0x864dcb27b574485f:0x2143050564b91717!8m2!3d33.1870819!4d-97.1059521!16s%2Fg%2F1tglzc_q!19sChIJX0h0tSfLTYYRFxe5ZAUFQyE?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:16:58.310226,,,,5,,,0,,No website,4a,Invisible Good - Some Reviews,Solo,Recent,12mo ago,Gregg McNelley,5,"Dr. Todd McCracken saved my teeth using the LANAP laser system. Dr. McCracken is the most kind, caring and skillful dentist I have ever experienced. His knowledge as a Biological Dentist is far better and healthier than most dentists have ever been trained. He is a wealth of knowledge, and I always ",Gregg McNelley,5,"Dr. Todd McCracken saved my teeth using the LANAP laser system. Dr. McCracken is the most kind, caring and skillful dentist I have ever experienced. His knowledge as a Biological Dentist is far better and healthier than most dentists have ever been trained. He is a wealth of knowledge, and I always ",Laura Hannah,5,Great dentist for people who don't like going to the dentist!   He and his team make the experience a good one.,Laura Hannah,5,Great dentist for people who don't like going to the dentist!   He and his team make the experience a good one.,Edwin Hawkins,5,Excellent service and personal.
Jonathan Aguilar,"
1300 Fulton St #401, Denton, TX 76201, United States",North Denton,DFW,+1 940-566-5332,https://www.aguilar-dentistry.com/,5.0,,Dentist,,https://www.google.com/maps/place/Jonathan+Aguilar/data=!4m7!3m6!1s0x864dca7977869bbd:0xf55345ac593833cb!8m2!3d33.2284739!4d-97.1439111!16s%2Fg%2F11rccx9qcy!19sChIJvZuGd3nKTYYRyzM4WaxFU_U?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:01.926184,https://www.facebook.com/Aguilar-Family-Dentistry-105076824567559,,,,5,,8,no,Facebook only,2,"Warm Digital, No Proof",Group,No reviews,,,,,,,,,,,,,,,,
Ivette Soto,"
2200 W University Dr Ste 120, Denton, TX 76201, United States",North Denton,DFW,+1 940-208-0127,,5.0,1,Dentist,,https://www.google.com/maps/place/Ivette+Soto/data=!4m7!3m6!1s0x864dca0ae76487d1:0x56a90730ce526782!8m2!3d33.230158!4d-97.1588485!16s%2Fg%2F11qgb72jz4!19sChIJ0Ydk5wrKTYYRgmdSzjAHqVY?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:06.716976,,,,1,,,0,,No website,4,Invisible Good,Unknown,Stale,3yr ago,Gisela Soto,5,She's the best dentist in the world.👌 …,Gisela Soto,5,She's the best dentist in the world.👌 …,,,,,,,,,
Dr. STEVEN PETERSON,"
2203 W University Dr, Denton, TX 76201, United States",North Denton,DFW,+1 940-442-5929,http://comfortcaredental.net/,5.0,1,Dentist,,https://www.google.com/maps/place/Dr.+STEVEN+PETERSON/data=!4m7!3m6!1s0x864dca0b1dc53ba5:0x23c6c85bc647f0c7!8m2!3d33.2291338!4d-97.1586918!16s%2Fg%2F1ptvwxcw_!19sChIJpTvFHQvKTYYRx_BHxlvIxiM?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:11.903427,,,,1,4,,8,yes,Has online booking; No social media; No SSL; Has online booking,2,"Warm Digital, No Proof",Group,Stale,9yr ago,,,,,,,,,,,,,,,
"Dr. Everett C. Evans, DDS","
3600 E McKinney St, Denton, TX 76209, United States",North Collin,DFW,+1 940-808-1892,http://mysmilemagic.com/,5.0,1,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Everett+C.+Evans,+DDS/data=!4m7!3m6!1s0x864c353519d65833:0xa1f4e1193f0edde5!8m2!3d33.2126921!4d-97.0928485!16s%2Fg%2F1tdd5ntn!19sChIJM1jWGTU1TIYR5d0OPxnh9KE?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:17:16.294223,https://www.facebook.com/tr,,,1,,,7,no,Facebook only; No SSL,2,"Warm Digital, No Proof",Solo,Stale,8yr ago,,,,,,,,,,,,,,,
Pacific Dental Services,"
5017 Teasley Ln #165, Denton, TX 76210, United States",North Denton,DFW,+1 940-383-0814,https://www.pacificdentalservices.com/,5.0,1,Dentist,,https://www.google.com/maps/place/Pacific+Dental+Services/data=!4m7!3m6!1s0x864dcca7e49b1399:0x88caf63b25a02edb!8m2!3d33.1451871!4d-97.1040205!16s%2Fg%2F1tzvwzfd!19sChIJmROb5KfMTYYR2y6gJTv2yog?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:20.103627,,,,1,,,5,no,No social media,2,"Warm Digital, No Proof",Unknown,Aging,2yr 0mo ago,,,,,,,,,,,,,,,
Barnum Geoffrey H DDS,"
5017 Teasley Ln #165, Denton, TX 76210, United States",North Denton,DFW,+1 940-387-4597,,5.0,1,Dentist,,https://www.google.com/maps/place/Barnum+Geoffrey+H+DDS/data=!4m7!3m6!1s0x864dcca7e48fe76b:0x7f2b096ba05dff62!8m2!3d33.145163!4d-97.1039339!16s%2Fg%2F1hc4f1nmr!19sChIJa-eP5KfMTYYRYv9doGsJK38?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:24.184931,,,,1,,,0,,No website,4,Invisible Good,Solo,Stale,5yr ago,Nancy Stewart,5,I want to thank Dr. Barnum and Bridget for taking amazing care of me yesterday for my crown!! Their gentleness and patience with me was much appreciated. The entire staff does an amazing job at Glen Rose Family Dental. Super professional and very caring!!! Thanks a million!😁 …,Nancy Stewart,5,I want to thank Dr. Barnum and Bridget for taking amazing care of me yesterday for my crown!! Their gentleness and patience with me was much appreciated. The entire staff does an amazing job at Glen Rose Family Dental. Super professional and very caring!!! Thanks a million!😁 …,,,,,,,,,
Dr. Marshall Olson,"
721 S Interstate 35, 206 E, Denton, TX 76205, United States",North Denton,DFW,+1 940-380-1188,,5.0,1,Dentist,,https://www.google.com/maps/place/Dr.+Marshall+Olson/data=!4m7!3m6!1s0x864dcae39436b5a9:0x8890b3c4776cf392!8m2!3d33.1943065!4d-97.1214051!16s%2Fg%2F11qgb7f9wb!19sChIJqbU2lOPKTYYRkvNsd8SzkIg?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:29.132400,,,,1,,,0,,No website,4,Invisible Good,Solo,Aging,2yr 0mo ago,Cindy Leroy,5,"A very relaxed atmosphere.  I was in the dental field for over 30 years, and highly recommend Dr. Olson. Its hard to find a trust worthy and talented dentist. I had a great experience.",Cindy Leroy,5,"A very relaxed atmosphere.  I was in the dental field for over 30 years, and highly recommend Dr. Olson. Its hard to find a trust worthy and talented dentist. I had a great experience.",,,,,,,,,
Dallas Dental Assistant School - Denton,"
721 I-35E Suite 206, Denton, TX 76205, United States",North Denton,DFW,+1 972-472-2576,https://dallasdentalassistantschool.com/locations/denton-denton-tx/?utm_source=google&utm_medium=gbp&utm_campaign=gbp_be_dallasschool_das&utm_content=listing,4.7,27,Trade school,Show open hours for the week,https://www.google.com/maps/place/Dallas+Dental+Assistant+School+-+Denton/data=!4m7!3m6!1s0x864dcb75b9b50c57:0xf085ba9319fd957!8m2!3d33.1943479!4d-97.1219405!16s%2Fg%2F11lrf5nnfp!19sChIJVwy1uXXLTYYRV9mfMalbCA8?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:32.556370,https://www.facebook.com/DallasDentalAssistantSchool,https://www.instagram.com/dallasdaschool,,27,,,9,no,,1,Leaky Funnel,Unknown,Fresh,30d ago,,,,,,,,,,,,,,,
Starshine Dentistry,"
4251 FM2181 Ste 264, Corinth, TX 76210, United States",North Denton,DFW,+1 940-497-3000,https://starshinedentistry.com/,4.9,293,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Starshine+Dentistry/data=!4m7!3m6!1s0x864c33994a227f9b:0xa90dd8b93718ef1!8m2!3d33.1313291!4d-97.0438004!16s%2Fg%2F1tdxqwbp!19sChIJm38iSpkzTIYR8Y5xk4vdkAo?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:36.509024,https://www.facebook.com/starshinedentistrycorinth,,,293,34,,9,yes,Has online booking; Large team (34 doctors); Facebook only,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
Theurer Peter J DDS,"
612 W University Dr, Denton, TX 76201, United States",North Denton,DFW,+1 940-442-5351,,5.0,1,Dentist,,https://www.google.com/maps/place/Theurer+Peter+J+DDS/data=!4m7!3m6!1s0x864dca7e54c9c51d:0x99530368d1afbcc0!8m2!3d33.2319044!4d-97.1390302!16s%2Fg%2F12647pvhn!19sChIJHcXJVH7KTYYRwLyv0WgDU5k?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:41.670401,,,,1,,,0,,No website,4,Invisible Good,Solo,Stale,11yr ago,,,,,,,,,,,,,,,
Dr. Mohammed Al-Obaidi,"
1300 S Loop 288 Ste 100, Denton, TX 76205, United States",North Denton,DFW,+1 940-484-4313,,3.0,2,Dentist,,https://www.google.com/maps/place/Dr.+Mohammed+Al-Obaidi/data=!4m7!3m6!1s0x864c352b5388db35:0x93b68c03259a9818!8m2!3d33.1967773!4d-97.0926589!16s%2Fg%2F11p079zmmx!19sChIJNduIUys1TIYRGJiaJQOMtpM?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:45.653689,,,,2,,,0,,No website,3,Reputation Rescue,Solo,Recent,12mo ago,,,,,,,,,,,,,,,
Gaylen Fickey Inc: Page Rhonda,"
1314 N Locust St, Denton, TX 76201, United States",North Denton,DFW,+1 940-387-0512,,4.0,3,Dentist,,https://www.google.com/maps/place/Gaylen+Fickey+Inc:+Page+Rhonda/data=!4m7!3m6!1s0x864dca86f5491afb:0xe9706ff8d0830116!8m2!3d33.2257371!4d-97.1320208!16s%2Fg%2F1hc1b5lm9!19sChIJ-xpJ9YbKTYYRFgGD0PhvcOk?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:48.970178,,,,3,,,0,,No website,4a,Invisible Good - Some Reviews,Unknown,Stale,9yr ago,David Truty,5,There is a reason why Dr. Fickey wins Best in Denton. Lots of reasons actually. He's got a tremendous amount of expertise. He is medically very conservative and does not push unnecessary procedures on you. He is great with children. He has a great staff that makes us feel like family and an office t,David Truty,5,There is a reason why Dr. Fickey wins Best in Denton. Lots of reasons actually. He's got a tremendous amount of expertise. He is medically very conservative and does not push unnecessary procedures on you. He is great with children. He has a great staff that makes us feel like family and an office t,,,,,,,,,
Yvette Dye,"
2548 Lillian Miller Pkwy #120, Denton, TX 76210, United States",North Denton,DFW,+1 940-380-9050,,5.0,1,Pediatric dentist,,https://www.google.com/maps/place/Yvette+Dye/data=!4m7!3m6!1s0x864dcb239e39d6ed:0x40fad4378028c4d4!8m2!3d33.182235!4d-97.1100254!16s%2Fg%2F1tdrfs49!19sChIJ7dY5niPLTYYR1MQogDfU-kA?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:53.351752,,,,1,,,0,,No website,4,Invisible Good,Unknown,Stale,9yr ago,Heather K,5,Dr. Dye and her staff do a wonderful job of relating to my child.  They explain what they are doing in terms she can understand.   Even after having to have a crown put on my child loves going to Dr. Dye's office and receiving her checkups.  I highly recommend Dr. Dye as a pediatric dentist.,Heather K,5,Dr. Dye and her staff do a wonderful job of relating to my child.  They explain what they are doing in terms she can understand.   Even after having to have a crown put on my child loves going to Dr. Dye's office and receiving her checkups.  I highly recommend Dr. Dye as a pediatric dentist.,,,,,,,,,
Pham Trinh T DDS,"
1601 Brinker Rd #111, Denton, TX 76208, United States",North Denton,DFW,+1 940-566-6587,,3.0,2,Dentist,,https://www.google.com/maps/place/Pham+Trinh+T+DDS/data=!4m7!3m6!1s0x864dcad577f1a5dd:0xaf7a5e89dc9413f2!8m2!3d33.1924053!4d-97.0951452!16s%2Fg%2F1tdk5l5l!19sChIJ3aXxd9XKTYYR8hOU3Ileeq8?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:17:58.044994,,,,2,,,0,,No website,3,Reputation Rescue,Solo,Stale,8yr ago,,,,,,,,,,,,,,,
Kaneira April L DDS,"
2410 S Interstate 35, Denton, TX 76205, United States",North Denton,DFW,,,5.0,1,Dentist,,https://www.google.com/maps/place/Kaneira+April+L+DDS/data=!4m7!3m6!1s0x864dcae377c00001:0x5c0517a4648ac062!8m2!3d33.1850389!4d-97.1074381!16s%2Fg%2F1262fkh7t!19sChIJAQDAd-PKTYYRYsCKZKQXBVw?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:18:02.587005,,,,1,,,0,,No website,4,Invisible Good,Solo,Stale,8yr ago,,,,,,,,,,,,,,,
Kids dentist,"
2185 Brinker Rd, Denton, TX 76208, United States",North Denton,DFW,,,,,Dental clinic,,https://www.google.com/maps/place/Kids+dentist/data=!4m7!3m6!1s0x864dcb0008c9a64d:0x71d3bf0d9e6637e7!8m2!3d33.1849198!4d-97.0961769!16s%2Fg%2F11yqx8kkk9!19sChIJTabJCADLTYYR5zdmng2_03E?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:18:06.776814,,,,,,,0,,No website,5,Digitally Absent,Unknown,No reviews,,,,,,,,,,,,,,,,
Jefferson Dental & Orthodontics,"
206 W University Dr, Denton, TX 76201, United States",North Denton,DFW,+1 940-251-3799,https://www.jeffersondentalclinics.com/clinics/denton-tx/?utm_source=organic&utm_medium=gmb,4.0,660,Dentist,,https://www.google.com/maps/place/Jefferson+Dental+%26+Orthodontics/data=!4m7!3m6!1s0x864dca4472f5e4fd:0x6f6166ced74e62e4!8m2!3d33.2314337!4d-97.1337924!16s%2Fg%2F1xn_nssy!19sChIJ_eT1ckTKTYYR5GJO185mYW8?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:18:10.774511,https://www.facebook.com/jeffersondental,https://www.instagram.com/jeffersondental,https://www.tiktok.com/@jefferson_dental,660,,,9,no,,1,Leaky Funnel,Group,Recent,8mo ago,,,,,,,,,,,,,,,
Dr. Cecile Nguyen,"
2700 W University Dr, Denton, TX 76207, United States",North Denton,DFW,+1 940-382-5900,,3.6,,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+Cecile+Nguyen/data=!4m7!3m6!1s0x864dca086f534fc7:0x2802a64ef61cbd7f!8m2!3d33.2307133!4d-97.1668205!16s%2Fg%2F12vr4p_hn!19sChIJx09TbwjKTYYRf70c9k6mAig?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:18:14.366566,,,,,,,0,,No website,3,Reputation Rescue,Solo,No reviews,,,,,,,,,,,,,,,,
Jones Hamilton L DDS,"
1212 Bent Oaks Ct Suite #100, Denton, TX 76210, United States",North Denton,DFW,+1 940-387-0823,,3.3,16,Pediatric dentist,,https://www.google.com/maps/place/Jones+Hamilton+L+DDS/data=!4m7!3m6!1s0x864dcb3e5065e1a3:0x208a30d75338bf55!8m2!3d33.1714515!4d-97.1123274!16s%2Fg%2F1tdmkwzp!19sChIJo-FlUD7LTYYRVb84U9cwiiA?authuser=0&hl=en&rclk=1,dentist Denton TX,2026-02-28T13:18:18.990079,,,,16,,,0,,No website,3b,Reputation Rescue - High Reviews,Solo,Stale,4yr ago,,,,,,,,,,,,,,,
"Dr. Susan Tran, DDS","
Suite 206, 721, I-35E, Denton, TX 76205, United States",North Denton,DFW,+1 940-380-1188,https://dentonsmilesdentistry.com/dr-vo-and-dr-tran/,4.8,,Dentist,,"https://www.google.com/maps/place/Dr.+Susan+Tran,+DDS/data=!4m7!3m6!1s0x864dcbd8841f35f1:0x78b46caba2116363!8m2!3d33.1944778!4d-97.1228228!16s%2Fg%2F11fd4d35y3!19sChIJ8TUfhNjLTYYRY2MRoqtstHg?authuser=0&hl=en&rclk=1",dentist Denton TX,2026-02-28T13:18:22.850674,https://www.facebook.com/dentonsmiles,https://www.instagram.com/dentonsmilestx,,,10,,10,yes,Has online booking; Large team (10 doctors); Has online booking,2,"Warm Digital, No Proof",Group,No reviews,,,,,,,,,,,,,,,,
