name,address,borough,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments
Shark Orthodontics & Pediatric Dentistry of League City,"
1355 E League City Pkwy #500, League City, TX 77573, United States",,Houston,+1 346-358-3592,https://www.sharkorthopeds.com/?utm_source=gmb&utm_medium=organic,5.0,364,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Shark+Orthodontics+%26+Pediatric+Dentistry+of+League+City/data=!4m7!3m6!1s0x86408358824eba61:0x3df928f454ced140!8m2!3d29.4949327!4d-95.0608651!16s%2Fg%2F11v0lg3gj2!19sChIJYbpOgliDQIYRQNHOVPQo-T0?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:38:13.452522,https://www.facebook.com/sharkorthopeds,https://www.instagram.com/sharkorthopeds,,364,13,,10,yes,Has online booking; Large team (13 doctors); Has online booking
Gary Geaccone D.D.S.,"
608 B W Main St, League City, TX 77573, United States",,Houston,+1 281-332-9565,https://leaguecitydentist.com/,4.5,104,Dentist,Show open hours for the week,https://www.google.com/maps/place/Gary+Geaccone+D.D.S./data=!4m7!3m6!1s0x86409d2abafe2d47:0x51e0ff8364c3059!8m2!3d29.5066434!4d-95.1004001!16s%2Fg%2F1tgf3lk_!19sChIJRy3-uiqdQIYRWTBMNvgPHgU?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:38:22.773514,https://www.facebook.com/GaryGeacconeDDS,https://www.instagram.com/leaguecitytexasdentist,,104,2,,8,no,
"Dr. Thanh Mai & Dr. Tsao, DDS","
2945 Gulf Fwy S d, League City, TX 77573, United States",,Houston,+1 281-534-7300,http://www.dentaletc.net/,4.5,68,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Thanh+Mai+%26+Dr.+Tsao,+DDS/data=!4m7!3m6!1s0x864082fbc9265e95:0x1e5667147718f7c1!8m2!3d29.4669038!4d-95.094178!16s%2Fg%2F11cmp29gjm!19sChIJlV4myfuCQIYRwfcYdxRnVh4?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:38:29.941458,http://www.facebook.com/2008/fbml,http://instagram.com/edentalgroup1,,68,5,,8,no,No SSL
Tots N' Teens Pediatric Dental Specialist,"
2950 Gulf Fwy S, League City, TX 77573, United States",,Houston,+1 281-337-3222,https://www.totsnteenspediatricdeerpark.com/,4.9,1921,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Tots+N%27+Teens+Pediatric+Dental+Specialist/data=!4m7!3m6!1s0x864082e16fb93107:0x1844a0f5a765b01d!8m2!3d29.4679279!4d-95.0905496!16s%2Fg%2F11byl12mf_!19sChIJBzG5b-GCQIYRHbBlp_WgRBg?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:38:36.606305,https://facebook.com/totsnteenspediatricdentistrydeerpark,,,1921,,,9,no,Facebook only
"Dr. Robert S. Warwick, DDS","
4410 W Main St, League City, TX 77573, United States",,Houston,+1 281-332-1512,http://www.warwickdds.com/,5.0,151,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Robert+S.+Warwick,+DDS/data=!4m7!3m6!1s0x8640833381f2dba5:0xdf55f5ed3f0e2edd!8m2!3d29.4952371!4d-95.1421074!16s%2Fg%2F1tmg6yd8!19sChIJpdvygTODQIYR3S4OP-31Vd8?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:38:39.530692,https://www.facebook.com/111059272260323,,,151,4,,8,no,Facebook only; No SSL
League City Endodontics,"
1455 FM 646 Rd Suite 205, Dickinson, TX 77539, United States",,Houston,+1 281-713-4411,http://www.leaguecityendo.com/,4.9,262,Dentist,Show open hours for the week,https://www.google.com/maps/place/League+City+Endodontics/data=!4m7!3m6!1s0x86408354d4b273e7:0x161ba2996e96fb8b!8m2!3d29.4713177!4d-95.083344!16s%2Fg%2F11ff3980gd!19sChIJ53Oy1FSDQIYRi_uWbpmiGxY?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:38:46.244874,https://www.facebook.com/LeagueCityEndodontics,,,262,2,,7,no,Facebook only; No SSL
Kemah Family Dental,"
401 FM518 ste a, Kemah, TX 77565, United States",,Houston,+1 281-957-7488,https://www.kemahfamilydental.com/,4.9,1001,Dentist,Show open hours for the week,https://www.google.com/maps/place/Kemah+Family+Dental/data=!4m7!3m6!1s0x863f63bbbc4ff8e1:0x41552cc58af5740!8m2!3d29.5346549!4d-95.0197542!16s%2Fg%2F11fj9d95xg!19sChIJ4fhPvLtjP4YRQFevWMxSFQQ?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:38:52.757550,https://www.facebook.com/KemahFamilyDental1,https://www.instagram.com/kemahdental,,1001,6,,9,no,Large team (6 doctors)
AvA Orthodontics & Invisalign of League City,"
2810 Gulf Fwy S, League City, TX 77573, United States",,Houston,+1 832-617-2222,https://avaorthodontics.com/location/league-city-texas/,4.9,431,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/AvA+Orthodontics+%26+Invisalign+of+League+City/data=!4m7!3m6!1s0x864082faebfb922b:0xa7c4916cea039dd4!8m2!3d29.4697916!4d-95.0927497!16s%2Fg%2F11bw46mx0x!19sChIJK5L76_qCQIYR1J0D6myRxKc?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:01.205781,https://www.facebook.com/avaorthodontics,https://www.instagram.com/avaorthodontics,,431,8,,8,no,Large team (8 doctors)
"Bay Colony Dental - Family Dentistry, Implants, and Invisalign - Dickinson","
2251 FM 646 Rd Ste 150, Dickinson, TX 77539, United States",,Houston,+1 281-337-9000,https://www.baycolonydental.com/?utm_source=GMBListing&utm_medium=Organic&utm_campaign=Localbusiness,4.7,740,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Bay+Colony+Dental+-+Family+Dentistry,+Implants,+and+Invisalign+-+Dickinson/data=!4m7!3m6!1s0x864082561b213d61:0xe519c63210e8a60d!8m2!3d29.4592734!4d-95.0955291!16s%2Fg%2F1thxwlr8!19sChIJYT0hG1aCQIYRDaboEDLGGeU?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:39:10.489265,https://www.facebook.com/baycolonydentalandorthodontics,https://www.instagram.com/baycolonydentalandorthodontics,,740,9,,10,yes,Has online booking; Large team (9 doctors); Has online booking
Clear Creek Pediatric Dentistry,"
3831 E League City Pkwy E, League City, TX 77573, United States",,Houston,+1 832-974-0074,https://www.clearcreekpediatricdentistry.com/,4.9,178,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Clear+Creek+Pediatric+Dentistry/data=!4m7!3m6!1s0x863f62d1f2f2bd77:0xe637f66c5c916906!8m2!3d29.5146184!4d-95.0267093!16s%2Fg%2F11c3tg3vx5!19sChIJd73y8tFiP4YRBmmRXGz2N-Y?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:13.881980,https://www.facebook.com/ClearCreekPediatricDentistry,https://www.instagram.com/explore/locations/336433013368009/cross-creek-pediatric-dentistry,,178,6,,10,yes,Has online booking; Large team (6 doctors); Has online booking
League City Cosmetic Dentist,"
2348 W Main St, League City, TX 77573, United States",,Houston,+1 281-332-1191,,5.0,1,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/League+City+Cosmetic+Dentist/data=!4m7!3m6!1s0x8640834a70e7a201:0x3bf04d52833aa2ba!8m2!3d29.5013832!4d-95.1227476!16s%2Fg%2F1trc5bdj!19sChIJAaLncEqDQIYRuqI6g1JN8Ds?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:17.462366,,,,1,,,0,,No website
Castille & Castille PC,"
1001 W Main St, League City, TX 77573, United States",,Houston,+1 281-332-5561,,4.5,13,Dentist,,https://www.google.com/maps/place/Castille+%26+Castille+PC/data=!4m7!3m6!1s0x8640832b280acdd9:0x1b1b398794d8daaf!8m2!3d29.5052051!4d-95.104103!16s%2Fg%2F1tgqjt2x!19sChIJ2c0KKCuDQIYRr9rYlIc5Gxs?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:27.097072,,,,13,,,0,,No website
League City Elite Dentistry : Oreoluwa Adegun DDS,"
176 Gulf Fwy S, League City, TX 77573, United States",,Houston,+1 832-632-8811,https://www.leaguecityelitedentistry.com/dr-oreoluwa-adegun/,5.0,2,Dentist,Show open hours for the week,https://www.google.com/maps/place/League+City+Elite+Dentistry+:+Oreoluwa+Adegun+DDS/data=!4m7!3m6!1s0x8640832d73b40e2b:0x5c64a8e5c4fb733!8m2!3d29.5032439!4d-95.1108647!16s%2Fg%2F11k3xt0wnj!19sChIJKw60cy2DQIYRM7dPXI5KxgU?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:38.680258,https://www.facebook.com/LCEliteDentistry,https://www.instagram.com/leaguecityelitedentistry,,2,14,,10,yes,Has online booking; Large team (14 doctors); Has online booking
Emergency Dentist 24/7 League City,"
2875 E League City Pkwy Suite 800, League City, TX 77573, United States",,Houston,+1 832-604-5211,https://www.emergencydentalservice.com/emergencydentist/ideal-dental-league-city-league-city-tx,1.0,3,Emergency dental service,,https://www.google.com/maps/place/Emergency+Dentist+24%2F7+League+City/data=!4m7!3m6!1s0x863f7d6b698a5225:0x25c268f7a94102c8!8m2!3d29.5077435!4d-95.0372077!16s%2Fg%2F11h_1zcl82!19sChIJJVKKaWt9P4YRyAJBqfdowiU?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:43.210489,https://www.facebook.com/dentalemergencyservice,,,3,7,,8,no,Large team (7 doctors); Facebook only
Aces of Braces,"
501 Gulf Fwy #106, League City, TX 77573, United States",,Houston,+1 832-905-1052,https://acesofbraces.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,4.9,412,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Aces+of+Braces/data=!4m7!3m6!1s0x864083579fa24099:0xa31b003261ddf538!8m2!3d29.4974524!4d-95.111797!16s%2Fg%2F11f62p16tt!19sChIJmUCin1eDQIYROPXdYTIAG6M?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:47.645892,https://www.facebook.com/tr,https://www.instagram.com/acesofbraces,,412,2,,9,no,
Clear Lake Dental Care,"
202 W. Medical Center Blvd, Webster, TX 77598, United States",,Houston,+1 281-557-8097,https://dentistwebstertx.com/,4.9,2552,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Clear+Lake+Dental+Care/data=!4m7!3m6!1s0x86409c8d1d35e173:0x5c37f875603c56e8!8m2!3d29.5428294!4d-95.1249342!16s%2Fg%2F1v5_9thh!19sChIJc-E1HY2cQIYR6FY8YHX4N1w?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:39:57.195236,https://www.facebook.com/ClearLakeDentalCare,https://www.instagram.com/clearlakedentalcare,,2552,18,,10,yes,Has online booking; Large team (18 doctors); Has online booking
Brent Patterson,"
3891 E League City Pkwy, League City, TX 77573, United States",,Houston,+1 281-557-7747,http://brentpattersondds.com/,2.5,2,Dentist,Show open hours for the week,https://www.google.com/maps/place/Brent+Patterson/data=!4m7!3m6!1s0x863f62cb7b613da5:0xa4482cdb34ef2e00!8m2!3d29.5147603!4d-95.0259295!16s%2Fg%2F1262rgwbx!19sChIJpT1he8tiP4YRAC7vNNssSKQ?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:40:02.420809,https://www.facebook.com/leaguecityfamilydentistry,,,2,,,7,yes,Has online booking; Facebook only; No SSL
"Dr. John J. Lovoi Jr, DDS","
2525 South Shore Blvd UNIT 201, League City, TX 77573, United States",,Houston,+1 281-334-9000,http://www.southshoreoms.com/,4.5,19,Oral surgeon,Show open hours for the week,"https://www.google.com/maps/place/Dr.+John+J.+Lovoi+Jr,+DDS/data=!4m7!3m6!1s0x86409d7c9c28f6ad:0x5ed53c4f60dfb3aa!8m2!3d29.5435962!4d-95.0666198!16s%2Fg%2F1thhkx2f!19sChIJrfYonHydQIYRqrPfYE881V4?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:40:13.473718,,,,19,3,,7,no,No social media; No SSL
Touchstone Dentistry,"
2441 FM 646 Rd A, Dickinson, TX 77539, United States",,Houston,+1 281-940-1300,https://www.leaguecitydentisttx.com/,4.8,124,Dentist,Show open hours for the week,https://www.google.com/maps/place/Touchstone+Dentistry/data=!4m7!3m6!1s0x864082569726659b:0x597f3b4c6aef90c6!8m2!3d29.4561233!4d-95.0953826!16s%2Fg%2F1ptyrxq7t!19sChIJm2Uml1aCQIYRxpDvakw7f1k?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:40:21.946546,https://www.facebook.com/TTouchstoneDentistry,,,124,9,,10,yes,Has online booking; Large team (9 doctors); Facebook only; Has online booking
Wisdom Teeth Guys,"
2910 Gulf Fwy S Suite C-1, League City, TX 77573, United States",,Houston,+1 713-424-2824,http://wisdomteethguys.com/,4.8,125,Oral surgeon,Show open hours for the week,https://www.google.com/maps/place/Wisdom+Teeth+Guys/data=!4m7!3m6!1s0x8640839249255a89:0xabad476e3f0a6669!8m2!3d29.4691264!4d-95.0922047!16s%2Fg%2F11svjm03_d!19sChIJiVolSZKDQIYRaWYKP25Hras?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:40:32.584922,https://www.facebook.com/tr,,,125,2,,6,no,Facebook only; No SSL
Unicare Center for Cosmetic & Implant Dentistry,"
20814 Gulf Fwy Suite #40, Webster, TX 77598, United States",,Houston,+1 281-332-4700,https://faridnoie.com/,4.9,811,Dental implants provider,Show open hours for the week,https://www.google.com/maps/place/Unicare+Center+for+Cosmetic+%26+Implant+Dentistry/data=!4m7!3m6!1s0x86409cbc21fba671:0xf52940628479c8ab!8m2!3d29.5238292!4d-95.1279618!16s%2Fg%2F11bv1bzsxs!19sChIJcab7IbycQIYRq8h5hGJAKfU?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:40:37.821978,https://www.facebook.com/drnoie,https://www.instagram.com/unicare.dental.webster,,811,5,,9,no,
Elbert Kwak,"
1911 W League City Pkwy #130, League City, TX 77573, United States",,Houston,+1 281-947-6111,https://leaguecitykids.com/about-dr-elbert-kwak,5.0,1,Dentist,Show open hours for the week,https://www.google.com/maps/place/Elbert+Kwak/data=!4m7!3m6!1s0x8640833cdd4fffff:0xb5866cfd562b86a2!8m2!3d29.4859528!4d-95.1132024!16s%2Fg%2F11p07b8gk0!19sChIJ__9P3TyDQIYRooYrVv1shrU?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:40:42.992348,http://www.facebook.com/2008/fbml,https://www.instagram.com/leaguecitykids,,1,6,,9,yes,Has online booking; Large team (6 doctors)
Your Perfect Smile Cosmetic & Family Dentistry,"
1939 Lawrence Rd, Kemah, TX 77565, United States",,Houston,+1 281-538-9300,https://www.yourperfectsmiledentistry.com/,4.8,66,Dentist,Show open hours for the week,https://www.google.com/maps/place/Your+Perfect+Smile+Cosmetic+%26+Family+Dentistry/data=!4m7!3m6!1s0x863f62c47e8c8a65:0x9c1019bd9a6ea36d!8m2!3d29.5255349!4d-95.0315206!16s%2Fg%2F1tptq_3m!19sChIJZYqMfsRiP4YRbaNumr0ZEJw?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:40:52.075533,,,,66,,,4,no,No social media; Thin content
"Aspen Dental - Texas City, TX","
2020 Gulf Fwy, Texas City, TX 77591, United States",,Houston,+1 409-316-6018,"https://www.aspendental.com/dentist/tx/texas-city/2020-gulf-freeway?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Texas-City,TX-Texas-City_TX-4197&utm_content=listing",4.6,625,Dentist,Open · Closes 1 pm,"https://www.google.com/maps/place/Aspen+Dental+-+Texas+City,+TX/data=!4m7!3m6!1s0x863f7fc30f9157c1:0x9e37edc65ed8c51c!8m2!3d29.402635!4d-95.03163!16s%2Fg%2F11qgl8kv80!19sChIJwVeRD8N_P4YRHMXYXsbtN54?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:40:58.891098,,,,625,,,4,no,No social media; No mobile viewport
Clear Creek Orthodontics,"
351 N Wesley Dr, League City, TX 77573, United States",,Houston,+1 281-332-8545,https://www.clearcreekortho.com/,4.9,94,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Clear+Creek+Orthodontics/data=!4m7!3m6!1s0x86409ccd6eed851d:0x25bd3e726bfe814a!8m2!3d29.5074984!4d-95.1128628!16s%2Fg%2F11bwp1s745!19sChIJHYXtbs2cQIYRSoH-a3I-vSU?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:03.067405,,,,94,4,,9,yes,Has online booking; No social media; Has online booking
Ellis Dan DDS,"
2640 E League City Pkwy #108, League City, TX 77573, United States",,Houston,+1 281-334-5109,,4.0,4,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ellis+Dan+DDS/data=!4m7!3m6!1s0x863f7d4b3ac8fcf1:0x5237b820c8cc84cf!8m2!3d29.5073955!4d-95.0423368!16s%2Fg%2F1tfntcz1!19sChIJ8fzIOkt9P4YRz4TMyCC4N1I?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:08.079518,,,,4,,,0,,No website
Signature Smiles Dentistry,"
2200 Space Park Dr #300, Houston, TX 77058, United States",,Houston,+1 281-333-3406,https://www.signaturesmilesdentistry.com/,4.9,372,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Signature+Smiles+Dentistry/data=!4m7!3m6!1s0x86409d0bc7fa9bf5:0x82c2dedf2bbf8c14!8m2!3d29.5495066!4d-95.0844749!16s%2Fg%2F1tdjrj8m!19sChIJ9Zv6xwudQIYRFIy_K9_ewoI?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:15.781004,https://www.facebook.com/SonyaMorganDDS,,,372,12,,10,yes,Has online booking; Large team (12 doctors); Facebook only; Has online booking
League City Dentist - Comfortable Care,"
608 W Main St B, League City, TX 77573, United States",,Houston,+1 281-332-9565,,5.0,,Dentist,Show open hours for the week,https://www.google.com/maps/place/League+City+Dentist+-+Comfortable+Care/data=!4m7!3m6!1s0x86409d2abafe2d47:0xb62d60a05619272f!8m2!3d29.5066877!4d-95.1005052!16s%2Fg%2F1hm41qs74!19sChIJRy3-uiqdQIYRLycZVqBgLbY?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:21.275558,,,,,,,0,,No website
"UTMB Health Oral & Maxillofacial Surgery, League City","
1600 W League City Pkwy, League City, TX 77573, United States",,Houston,+1 832-632-5222,https://www.utmbhealth.com/services/oral-and-maxillofacial-surgery,3.3,14,Oral surgeon,Show open hours for the week,"https://www.google.com/maps/place/UTMB+Health+Oral+%26+Maxillofacial+Surgery,+League+City/data=!4m7!3m6!1s0x864083239ba07655:0xf5465ea42d646bac!8m2!3d29.487427!4d-95.108922!16s%2Fg%2F1tdgq64w!19sChIJVXagmyODQIYRrGtkLaReRvU?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:41:32.460724,,,,14,2,,7,no,No social media
Cutropia Craig J DDS,"
2925 Gulf Fwy d, League City, TX 77573, United States",,Houston,+1 281-337-0313,https://www.castledental.com/dentist-near-me/league-city-dentist/31390/,5.0,2,Dentist,,https://www.google.com/maps/place/Cutropia+Craig+J+DDS/data=!4m7!3m6!1s0x864082fa381186ed:0x90118ca406a01544!8m2!3d29.4671685!4d-95.0929173!16s%2Fg%2F1264261c_!19sChIJ7YYROPqCQIYRRBWgBqSMEZA?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:37.943642,https://www.facebook.com/CastleDental,,,2,3,,10,yes,Has online booking; Facebook only; Has online booking
DentAllon Dentistry,"
1234 E NASA Pkwy, Houston, TX 77058, United States",,Houston,+1 832-975-0780,https://www.dentallondentistry.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,4.9,308,Dentist,Show open hours for the week,https://www.google.com/maps/place/DentAllon+Dentistry/data=!4m7!3m6!1s0x86409d3ae7b67945:0x3a272ebdaf89708b!8m2!3d29.5469322!4d-95.1014841!16s%2Fg%2F11mv61xqjk!19sChIJRXm25zqdQIYRi3CJr70uJzo?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:44.127943,https://www.facebook.com/DentAllonDentistry,https://www.instagram.com/dentallon_dentistry,,308,11,,10,yes,Has online booking; Large team (11 doctors); Has online booking
MyCHN League City,"
2360 Gulf Fwy S #100C, League City, TX 77573, United States",,Houston,+1 281-824-1480,https://mychn.org/locations/mychn-league-city/,4.7,781,Medical clinic,Open · Closes 6 pm,https://www.google.com/maps/place/MyCHN+League+City/data=!4m7!3m6!1s0x864082e164e1dc4d:0x4f1e217558c95f34!8m2!3d29.4779076!4d-95.0980535!16s%2Fg%2F1pzxrk9ss!19sChIJTdzhZOGCQIYRNF_JWHUhHk8?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:49.402141,https://www.facebook.com/MyCHNTexas,https://www.instagram.com/mychn_texas,,781,12,,9,no,Large team (12 doctors)
Mill Forest Dental Group,"
17240 Mill Forest Rd C, Webster, TX 77598, United States",,Houston,+1 281-204-8100,http://www.millforestdental.com/,4.9,532,Dentist,Show open hours for the week,https://www.google.com/maps/place/Mill+Forest+Dental+Group/data=!4m7!3m6!1s0x86409c8ca2406fd5:0x9cae7d43eaaed4f2!8m2!3d29.5451985!4d-95.1236796!16s%2Fg%2F1tfzbkns!19sChIJ1W9AooycQIYR8tSu6kN9rpw?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:41:54.916924,https://www.facebook.com/MillForestDental,,,532,6,,9,yes,Has online booking; Large team (6 doctors); Facebook only; No SSL; Has online booking
"Dr. Mark Martinsen, DDS","
3891 E League City Pkwy, League City, TX 77573, United States",,Houston,,,4.9,,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Mark+Martinsen,+DDS/data=!4m7!3m6!1s0x863f63dfd7d557a5:0xc686a3249f8a5c0b!8m2!3d29.5151155!4d-95.0263227!16s%2Fg%2F11p02phyfb!19sChIJpVfV199jP4YRC1yKnySjhsY?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:42:05.037510,,,,,,,0,,No website
Legacy Dental Co.,"
17300 El Camino Real # 101A, Houston, TX 77058, United States",,Houston,+1 281-378-6586,http://legacydentalco.com/?utm_campaign=gmb,5.0,227,Dentist,Show open hours for the week,https://www.google.com/maps/place/Legacy+Dental+Co./data=!4m7!3m6!1s0x86409cf7cc2d0973:0xfc29ef1b5a3a1bde!8m2!3d29.5510281!4d-95.1142433!16s%2Fg%2F1tpc8bm6!19sChIJcwktzPecQIYR3hs6WhvvKfw?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:42:09.467642,https://www.facebook.com/LegacyDentalCo,https://www.instagram.com/legacydentalco/profilecard,,227,2,,9,yes,Has online booking; No SSL; Has online booking
Nassau Bay Dental,"
2200 Space Park Dr Suite 208, Houston, TX 77058, United States",,Houston,+1 281-335-5577,http://www.nassaubaydental.com/,4.7,138,Dentist,Show open hours for the week,https://www.google.com/maps/place/Nassau+Bay+Dental/data=!4m7!3m6!1s0x86409d346ef18e71:0x5b52b89a9e9ca1c3!8m2!3d29.5497283!4d-95.0842971!16s%2Fg%2F11pctwjr9x!19sChIJcY7xbjSdQIYRw6Gcnpq4Uls?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:42:22.970526,https://www.facebook.com/nassaubaydental,https://www.instagram.com/nassaubaydental,,138,,,7,no,No SSL
Maxwell C. Elliott DDS,"
1915 FM 517 Rd E A, Dickinson, TX 77539, United States",,Houston,+1 281-534-7112,https://www.dickinsondental.com/,4.9,93,Dentist,Show open hours for the week,https://www.google.com/maps/place/Maxwell+C.+Elliott+DDS/data=!4m7!3m6!1s0x8640827f962c669d:0x6441bf0745a9cbdd!8m2!3d29.4592018!4d-95.0611837!16s%2Fg%2F1tdlc2qq!19sChIJnWYsln-CQIYR3cupRQe_QWQ?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:42:30.786631,https://www.facebook.com/DickinsonDentist,,,93,8,,10,yes,Has online booking; Large team (8 doctors); Facebook only; Has online booking
"Bay Area Dental Center: Geno Jeff B DDS,MAGD,MICOI and Eric M. Hurst DDS,MAGD,MICOI","
6011 W Main St ste a101, League City, TX 77573, United States",,Houston,+1 281-338-6559,http://www.bayareadentalcenter.com/,5.0,6,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Bay+Area+Dental+Center:+Geno+Jeff+B+DDS,MAGD,MICOI+and+Eric+M.+Hurst+DDS,MAGD,MICOI/data=!4m7!3m6!1s0x864083326ee608d3:0x2861642f496a3e62!8m2!3d29.4884384!4d-95.1573666!16s%2Fg%2F1td4vnhp!19sChIJ0wjmbjKDQIYRYj5qSS9kYSg?authuser=0&hl=en&rclk=1",dentist League City TX,2026-02-27T16:42:39.162886,,,,6,,,8,yes,Has online booking; No social media; No SSL; Has online booking
Robert S Warwick DDS,"
302 Grand Creek Dr, League City, TX 77573, United States",,Houston,+1 281-332-1512,http://www.warwickdds.com/,4.5,2,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Robert+S+Warwick+DDS/data=!4m7!3m6!1s0x864083527729325f:0x4574bd969452cc47!8m2!3d29.5010089!4d-95.1330679!16s%2Fg%2F1262fw7mw!19sChIJXzIpd1KDQIYRR8xSlJa9dEU?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:42:44.090432,https://www.facebook.com/111059272260323,,,2,4,,8,no,Facebook only; No SSL
Castle Dental & Orthodontics - Webster. TX,"
1020 NASA Road 1 Suite 250, Webster, TX 77598, United States",,Houston,+1 281-332-1366,https://www.castledental.com/dental-office/webster-dentist/31200/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,4.1,268,Dentist,Show open hours for the week,https://www.google.com/maps/place/Castle+Dental+%26+Orthodontics+-+Webster.+TX/data=!4m7!3m6!1s0x86409c970f49e48b:0xf37961a086289d11!8m2!3d29.5315978!4d-95.1302248!16s%2Fg%2F1thsrry7!19sChIJi-RJD5ecQIYREZ0ohqBhefM?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:42:49.094026,https://www.facebook.com/CastleDental,,,268,2,,10,yes,Has online booking; Facebook only; Has online booking
Balbino Beltre D.D.S.,"
2251 FM 646 Rd #150​, Dickinson, TX 77539, United States",,Houston,+1 281-337-9000,,4.9,11,Dentist,,https://www.google.com/maps/place/Balbino+Beltre+D.D.S./data=!4m7!3m6!1s0x864082561b213d61:0x3bb7f01f060fdde3!8m2!3d29.4594398!4d-95.09548!16s%2Fg%2F1tk9r47l!19sChIJYT0hG1aCQIYR490PBh_wtzs?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:42:56.903543,,,,11,,,0,,No website
Clear Lake Oral Surgery,"
17448 State Hwy 3 #170, Webster, TX 77598, United States",,Houston,+1 281-338-7700,https://www.clearlakeoralsurgery.com/,4.9,1031,Oral surgeon,Show open hours for the week,https://www.google.com/maps/place/Clear+Lake+Oral+Surgery/data=!4m7!3m6!1s0x86409cf2c7c0bb2b:0xe7f62e3ee17be011!8m2!3d29.5415566!4d-95.1223552!16s%2Fg%2F1tcts15s!19sChIJK7vAx_KcQIYREeB74T4u9uc?authuser=0&hl=en&rclk=1,dentist League City TX,2026-02-27T16:43:04.028328,https://www.facebook.com/pages/Clear-lake-oral-surgery/242949032499062,,,1031,3,,9,no,Facebook only
