name,address,borough,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at
"David A Naegele, DMD","
212-19 41st Ave, Bayside, NY 11361, United States",Queens,New York,+1 718-631-1616,https://www.baysidedmd.com/,4.9,66,Cosmetic dentist,Show open hours for the week,"https://www.google.com/maps/place/David+A+Naegele,+DMD/data=!4m7!3m6!1s0x89c261dfef08e5cd:0xd0644d8fd8ca7d85!8m2!3d40.7636784!4d-73.7722163!16s%2Fg%2F1trvmbzm!19sChIJzeUI799hwokRhX3K2I9NZNA?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:45:21.907225
Eten Dental PLLC,"
222-15 Northern Blvd LL-F, Bayside, NY 11361, United States",Queens,New York,+1 718-423-1010,http://www.etendental.com/,4.5,275,Dentist,Show open hours for the week,https://www.google.com/maps/place/Eten+Dental+PLLC/data=!4m7!3m6!1s0x89c261e24e4f1e99:0x791de3d1019b05e3!8m2!3d40.7622256!4d-73.7590476!16s%2Fg%2F1tdhfy4v!19sChIJmR5PTuJhwokR4wWbAdHjHXk?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:45:27.328158
Endodontic Associates of Bayside,"
58-47 Francis Lewis Blvd #12, Auburndale, NY 11364, United States",Queens,New York,+1 718-224-4000,https://www.baysidenyendodontics.com/,4.8,791,Endodontist,Show open hours for the week,https://www.google.com/maps/place/Endodontic+Associates+of+Bayside/data=!4m7!3m6!1s0x89c261bf40bebcb5:0x3e23a3bbae0c981f!8m2!3d40.744347!4d-73.775643!16s%2Fg%2F1tdcsg4h!19sChIJtby-QL9hwokRH5gMrrujIz4?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:45:33.128275
iSmile Dental - Bayside,"
211-54 45th Dr, Bayside, NY 11361, United States",Queens,New York,+1 718-225-7770,,3.7,9,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/iSmile+Dental+-+Bayside/data=!4m7!3m6!1s0x89c26100364a983b:0x3d76811573b1b36f!8m2!3d40.7586142!4d-73.7691827!16s%2Fg%2F11vppjfl6s!19sChIJO5hKNgBhwokRb7OxcxWBdj0?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:45:37.865828
Dr. Vered Maslavi Pediatric Dentistry & Orthodontics,"
42-32 Francis Lewis Blvd 2nd Floor, Bayside, NY 11361, United States",Queens,New York,+1 718-279-0900,http://www.baysidekidsdental.com/,4.6,135,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+Vered+Maslavi+Pediatric+Dentistry+%26+Orthodontics/data=!4m7!3m6!1s0x89c28a6b8a72f805:0xf59806407cd9e882!8m2!3d40.758902!4d-73.784424!16s%2Fg%2F1trchbr6!19sChIJBfhyimuKwokRgujZfEAGmPU?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:45:42.276612
The Smilist Dental Whitestone,"
153-01 10th Ave, Whitestone, NY 11357, United States",Queens,New York,+1 718-762-0202,https://thesmilist.com/dentist-locations/nyc/whitestone-dentist/,4.9,923,Dentist,Show open hours for the week,https://www.google.com/maps/place/The+Smilist+Dental+Whitestone/data=!4m7!3m6!1s0x89c26003fce0e135:0xa67b0661ee13f439!8m2!3d40.7942408!4d-73.8080893!16s%2Fg%2F1tklrgv4!19sChIJNeHg_ANgwokROfQT7mEGe6Y?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:45:46.879824
Pappas Pediatric Dentistry,"
215-41 23rd Rd, Bay Terrace, NY 11360, United States",Queens,New York,+1 718-224-0443,http://www.pappaspediatricdental.com/,4.9,75,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Pappas+Pediatric+Dentistry/data=!4m7!3m6!1s0x89c28a6af6ba6231:0xe10a16d80bd33642!8m2!3d40.7829536!4d-73.7739399!16s%2Fg%2F1tdl71by!19sChIJMWK69mqKwokRQjbTC9gWCuE?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:45:51.318910
Whitestone Dental,"
18-15 Francis Lewis Blvd, Whitestone, NY 11357, United States",Queens,New York,+1 718-767-7276,https://www.whitestoneperio.com/,4.8,100,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Whitestone+Dental/data=!4m7!3m6!1s0x89c28a86e50bd7f9:0xaae98db166798388!8m2!3d40.7816985!4d-73.8031467!16s%2Fg%2F1tg8knjh!19sChIJ-dcL5YaKwokRiIN5ZrGN6ao?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:45:56.791548
Lenox Hill Oral & Maxillofacial Surgery and Advanced Dental Implants,"
33-04 Bell Blvd, Bayside, NY 11361, United States",Queens,New York,+1 718-428-8900,https://www.nycoralsurgeon.com/,4.9,633,Oral and maxillofacial surgeon,Show open hours for the week,https://www.google.com/maps/place/Lenox+Hill+Oral+%26+Maxillofacial+Surgery+and+Advanced+Dental+Implants/data=!4m7!3m6!1s0x89c28a73ae966467:0x5cc2cd3fab98af1f!8m2!3d40.7718698!4d-73.7747442!16s%2Fg%2F1tj6vrl7!19sChIJZ2SWrnOKwokRH6-Yqz_Nwlw?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:46:00.971126
Dr. Bernard Fialkoff DDS,"
56-03 214th St, Bayside, NY 11364, United States",Queens,New York,+1 718-229-3838,https://baysidedentist.com/,4.6,71,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/Dr.+Bernard+Fialkoff+DDS/data=!4m7!3m6!1s0x89c261eedae4cbab:0x1072d3f4c736ab4c!8m2!3d40.7505089!4d-73.7645864!16s%2Fg%2F1v44rbdn!19sChIJq8vk2u5hwokRTKs2x_TTchA?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:46:05.157261
Prima Smile Dental : Daisy Song DDS,"
42-23 212th St Suite B1, Bayside, NY 11361, United States",Queens,New York,+1 718-225-0919,http://www.primasmiledental.com/,4.7,75,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Prima+Smile+Dental+:+Daisy+Song+DDS/data=!4m7!3m6!1s0x89c261dde39dcc55:0x3257f78346cae72f!8m2!3d40.761809!4d-73.7717289!16s%2Fg%2F1tftr_xh!19sChIJVcyd491hwokRL-fKRoP3VzI?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:46:10.626060
Restorative & Implant Dentistry of Bayside,"
38-39 Bell Blvd Suite 250, Bayside, NY 11361, United States",Queens,New York,+1 718-428-7474,http://www.baysidedentalspa.com/,4.9,8,Prosthodontist,Show open hours for the week,https://www.google.com/maps/place/Restorative+%26+Implant+Dentistry+of+Bayside/data=!4m7!3m6!1s0x89c28a7535890b8d:0x7f7431410ca0dd92!8m2!3d40.7656464!4d-73.771727!16s%2Fg%2F1td43dz4!19sChIJjQuJNXWKwokRkt2gDEExdH8?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:46:14.888352
"Precision Dental Aesthetics (Bayside): Alexander Bokser, DDS & Irene Bokser, DDS","
201-24 43rd Ave, Bayside, NY 11361, United States",Queens,New York,+1 718-224-8280,http://precisiondentalnyc.com/,4.7,89,Periodontist,Show open hours for the week,"https://www.google.com/maps/place/Precision+Dental+Aesthetics+%28Bayside%29:+Alexander+Bokser,+DDS+%26+Irene+Bokser,+DDS/data=!4m7!3m6!1s0x89c261daf4ec8fd5:0x9411459fc930126f!8m2!3d40.7581895!4d-73.7815757!16s%2Fg%2F1wk7rss3!19sChIJ1Y_s9NphwokRbxIwyZ9FEZQ?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:46:19.836833
"Dr. Sunhoon Loh, DDS","
45-43 Bell Blvd, Bayside, NY 11361, United States",Queens,New York,+1 718-423-2248,http://www.baysidedreamdental.com/,4.9,10,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Sunhoon+Loh,+DDS/data=!4m7!3m6!1s0x89c28a754f25f9f5:0x492c9e148497bd07!8m2!3d40.759153!4d-73.768365!16s%2Fg%2F1hc85wzgn!19sChIJ9fklT3WKwokRB72XhBSeLEk?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:46:24.288196
"Stuart C. Shaffren, D.D.S.","
61-01 224th St, Oakland Gardens, NY 11364, United States",Queens,New York,+1 718-225-8080,https://www.thebaysidedentist.com/,5.0,67,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Stuart+C.+Shaffren,+D.D.S./data=!4m7!3m6!1s0x89c261f72ace0c7d:0x62c0bf3383134068!8m2!3d40.7496058!4d-73.7534805!16s%2Fg%2F1tg_bdqj!19sChIJfQzOKvdhwokRaEATgzO_wGI?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:46:30.867602
"Daniel B. Levitt, D.D.S.","
160-34 Willets Point Blvd, Whitestone, NY 11357, United States",Queens,New York,+1 718-746-6066,http://www.whitestonefamilydentist.com/,4.5,31,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Daniel+B.+Levitt,+D.D.S./data=!4m7!3m6!1s0x89c28a8f23eb7029:0xd7e6a5d20bc7c23b!8m2!3d40.780606!4d-73.8018341!16s%2Fg%2F1tfzydyj!19sChIJKXDrI4-KwokRO8LHC9Kl5tc?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:46:36.574384
Kids Dental Studio Pediatric Dentistry & Orthodontics,"
61-12 220th St Ground Fl, Bayside, NY 11364, United States",Queens,New York,+1 718-428-3300,http://www.kidsdentalstudio.com/,4.9,68,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Kids+Dental+Studio+Pediatric+Dentistry+%26+Orthodontics/data=!4m7!3m6!1s0x89c261e73194ae4d:0x8e6da86ade91b34c!8m2!3d40.748206!4d-73.75803!16s%2Fg%2F1262_325g!19sChIJTa6UMedhwokRTLOR3mqobY4?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:46:41.119498
"Vida Dental, P.C","
11-01 154th St, Whitestone, NY 11357, United States",Queens,New York,+1 718-559-6090,http://vidadentalpc.com/,4.9,112,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Vida+Dental,+P.C/data=!4m7!3m6!1s0x89c28aed851cf261:0x29558a433976d910!8m2!3d40.7921902!4d-73.8070917!16s%2Fg%2F11g71g2vf8!19sChIJYfIche2KwokRENl2OUOKVSk?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:46:44.782750
"Christine H Choe DDS, Arete Dental(최혜경)","
202-20 45th Ave #2Fl, Bayside, NY 11361, United States",Queens,New York,+1 718-460-4099,http://aretedentalnyc.com/,4.7,59,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Christine+H+Choe+DDS,+Arete+Dental%28%EC%B5%9C%ED%98%9C%EA%B2%BD%29/data=!4m7!3m6!1s0x89c260243c6468cb:0x347e91529300c8d1!8m2!3d40.7572437!4d-73.7799945!16s%2Fg%2F11b61rkv7n!19sChIJy2hkPCRgwokR0cgAk1KRfjQ?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:46:48.721778
Whitestone Dental Design,"
150-43C 14th Ave, Whitestone, NY 11357, United States",Queens,New York,+1 718-747-7899,https://www.whitestonedentaldesign.com/,5.0,41,Dentist,Show open hours for the week,https://www.google.com/maps/place/Whitestone+Dental+Design/data=!4m7!3m6!1s0x89c28bd0a2d8fc95:0x7f8a5f48d8df242f!8m2!3d40.7893305!4d-73.8121667!16s%2Fg%2F11lflf8l_1!19sChIJlfzYotCLwokRLyTf2Ehfin8?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:46:52.862386
Affordable Dentures Queens,"
36-35 Bell Blvd 2nd Floor, Ste 304, Bayside, NY 11361, United States",Queens,New York,+1 718-306-6492,http://affordabledentures-queens.com/?,5.0,20,Dentist,Show open hours for the week,https://www.google.com/maps/place/Affordable+Dentures+Queens/data=!4m7!3m6!1s0x89e6e71bf8b28ed7:0xaf03febd62ccd9d6!8m2!3d40.7670889!4d-73.7724691!16s%2Fg%2F11p07b27wy!19sChIJ146y-Bvn5okR1tnMYr3-A68?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:46:57.606321
"Elegant Dental (Chongnam Kim, D.D.S)","
45-17 220th St, Bayside, NY 11361, United States",Queens,New York,+1 718-229-0808,https://elegantdentalny.com/,4.4,21,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Elegant+Dental+%28Chongnam+Kim,+D.D.S%29/data=!4m7!3m6!1s0x89c261e007957717:0xcc1104ec0ef8cc91!8m2!3d40.7608856!4d-73.7612955!16s%2Fg%2F1tld12sw!19sChIJF3eVB-BhwokRkcz4DuwEEcw?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:47:01.184810
Stephen R Kruger DDS,"
209-44 35th Ave, Bayside, NY 11361, United States",Queens,New York,+1 718-279-9190,,4.1,61,Dentist,Show open hours for the week,https://www.google.com/maps/place/Stephen+R+Kruger+DDS/data=!4m7!3m6!1s0x89c28a7681473353:0xff10dc1512f169d2!8m2!3d40.7679747!4d-73.777568!16s%2Fg%2F1tdzbbk4!19sChIJUzNHgXaKwokR0mnxEhXcEP8?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:05.037105
BayView Orthodontics | Dr. Inessa Kandov,"
213-33 39th Ave Suite 300, Queens, NY 11361, United States",Queens,New York,+1 718-734-2888,https://bayvieworthony.com/,5.0,403,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/BayView+Orthodontics+%7C+Dr.+Inessa+Kandov/data=!4m7!3m6!1s0x89c2600e33f62221:0x261fa9f038303694!8m2!3d40.7655813!4d-73.7715733!16s%2Fg%2F11rjyxjd61!19sChIJISL2Mw5gwokRlDYwOPCpHyY?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:08.616202
Dr Warren Kaggen of Whitestone,"
14-19 150th St, Whitestone, NY 11357, United States",Queens,New York,+1 718-767-9224,https://www.kaggendentalcare.com/,4.9,264,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dr+Warren+Kaggen+of+Whitestone/data=!4m7!3m6!1s0x89c28a9491daba0d:0x4c274bb1b7eac1c!8m2!3d40.7882911!4d-73.8133486!16s%2Fg%2F1tf0rjzq!19sChIJDbrakZSKwokRHKx-G7t0wgQ?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:12.744924
Dental office,"
33-04 Bell Blvd, Bayside, NY 11361, United States",Queens,New York,+1 718-428-8900,https://www.nycoralsurgeon.com/,4.1,14,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Dental+office/data=!4m7!3m6!1s0x89c28bc5510f0f05:0xe99f4d4e4e4061b6!8m2!3d40.7718698!4d-73.7747442!16s%2Fg%2F11jgd9gj3f!19sChIJBQ8PUcWLwokRtmFATk5Nn-k?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:16.287793
"Dr. Grace D'Oria-O’Connor, D.D.S.","
39-12 215th St, Bayside, NY 11361, United States",Queens,New York,+1 718-225-2121,,5.0,15,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Grace+D%27Oria-O%E2%80%99Connor,+D.D.S./data=!4m7!3m6!1s0x89c28a0aed4ff73f:0xbf98376128147638!8m2!3d40.765301!4d-73.769163!16s%2Fg%2F1tds7mjv!19sChIJP_dP7QqKwokROHYUKGE3mL8?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:47:20.741724
Grigoratos Mary DDS,"
26-20 Bell Blvd, Bayside, NY 11360, United States",Queens,New York,+1 347-235-4605,http://www.bellblvdortho.com/,5.0,40,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Grigoratos+Mary+DDS/data=!4m7!3m6!1s0x89c261e6b52f06c1:0x4b7d86d8a6a71e16!8m2!3d40.7779698!4d-73.7759558!16s%2Fg%2F11ggz3x0pr!19sChIJwQYvteZhwokRFh6nptiGfUs?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:25.404075
Harvardian Dental Care－哈佛牙科,"
46-01 Bell Blvd, Bayside, NY 11361, United States",Queens,New York,+1 718-281-2222,https://www.jinlisting.com/%E7%BA%BD%E7%BA%A6-%E6%B3%95%E6%8B%89%E7%9B%9B-%E7%89%99%E5%91%A8%E7%97%85-%E6%A4%8D%E7%89%99-%E5%8C%BB%E7%94%9F-%E8%AF%8A%E6%89%80-%E6%8E%A8%E8%8D%90/,4.5,19,Dentist,Show open hours for the week,https://www.google.com/maps/place/Harvardian+Dental+Care%EF%BC%8D%E5%93%88%E4%BD%9B%E7%89%99%E7%A7%91/data=!4m7!3m6!1s0x89c28a7553c673d3:0x946c295bc8071229!8m2!3d40.7581043!4d-73.7679703!16s%2Fg%2F12641g01x!19sChIJ03PGU3WKwokRKRIHyFspbJQ?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:30.101479
Affordable Dental Care Plans,"
213-33 39th Ave 3rd Floor, Ste 330, Bayside, NY 11361, United States",Queens,New York,+1 917-540-1352,http://dentbenefits.com/?,5.0,13,Dentist,Show open hours for the week,https://www.google.com/maps/place/Affordable+Dental+Care+Plans/data=!4m7!3m6!1s0x89c3baa3e0030b37:0x9c0cd0cfbb1073ec!8m2!3d40.7655813!4d-73.7715733!16s%2Fg%2F1tksjr6t!19sChIJNwsD4KO6w4kR7HMQu8_QDJw?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:36.019499
Ere Dental,"
Kim Hiyong DDS, 28-27 Bell Blvd, Bayside, NY 11360, United States",Queens,New York,+1 718-224-8031,,4.5,24,Dentist,Show open hours for the week,https://www.google.com/maps/place/Ere+Dental/data=!4m7!3m6!1s0x89c28a6dbcafeec1:0x1b2d30010a509fd6!8m2!3d40.7762728!4d-73.775066!16s%2Fg%2F1wj_6z5c!19sChIJwe6vvG2KwokR1p9QCgEwLRs?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:41.199816
"Choi Dental Care (Ki Chul Choi, DDS & Inhye Choi, DDS)","
219-02 Northern Blvd, Bayside, NY 11361, United States",Queens,New York,+1 718-225-3337,,4.2,62,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Choi+Dental+Care+%28Ki+Chul+Choi,+DDS+%26+Inhye+Choi,+DDS%29/data=!4m7!3m6!1s0x89c261e2562f9a43:0x1585c646e3c44e8a!8m2!3d40.7610664!4d-73.7626113!16s%2Fg%2F1tdg8qqf!19sChIJQ5ovVuJhwokRik7E40bGhRU?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:47:45.227555
Dental Smiles 4 Kids --Pediatric Dentistry,"
18-15 Francis Lewis Blvd, Whitestone, NY 11357, United States",Queens,New York,+1 718-746-1230,http://www.dentalsmiles4kids.com/,4.6,815,Pediatric dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Smiles+4+Kids+--Pediatric+Dentistry/data=!4m7!3m6!1s0x89c28a8efbb1f315:0x4a950215f68ebc70!8m2!3d40.7815616!4d-73.803127!16s%2Fg%2F1thsb8lw!19sChIJFfOx-46KwokRcLyO9hUClUo?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:48.039451
All County Oral & Maxillofacial Surgery - Flushing,"
35-30 Francis Lewis Blvd # 205, Flushing, NY 11358, United States",Queens,New York,+1 718-682-7191,https://www.allcountyoralsurgery.com/,4.8,1144,Oral and maxillofacial surgeon,Show open hours for the week,https://www.google.com/maps/place/All+County+Oral+%26+Maxillofacial+Surgery+-+Flushing/data=!4m7!3m6!1s0x89c28a7e181b4403:0x42c4480d57b94197!8m2!3d40.7636844!4d-73.787752!16s%2Fg%2F11cst15lm9!19sChIJA0QbGH6KwokRl0G5Vw1IxEI?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:52.582689
Vartholomeos Maria DDS,"
150-05 21st Ave, Whitestone, NY 11357, United States",Queens,New York,+1 718-353-5853,,4.6,38,Dentist,Show open hours for the week,https://www.google.com/maps/place/Vartholomeos+Maria+DDS/data=!4m7!3m6!1s0x89c28a99ddc69337:0xed57b99100aee50e!8m2!3d40.7799884!4d-73.8140914!16s%2Fg%2F11b6dgrmcz!19sChIJN5PG3ZmKwokRDuWuAJG5V-0?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:47:57.479121
Bethel Dental,"
47-19 Bell Blvd, Flushing, NY 11361, United States",Queens,New York,+1 718-224-5576,,3.5,18,Dentist,Show open hours for the week,https://www.google.com/maps/place/Bethel+Dental/data=!4m7!3m6!1s0x89c261e6f50d145b:0x5bde5deb82abb8a9!8m2!3d40.7563878!4d-73.7671225!16s%2Fg%2F1tks770r!19sChIJWxQN9eZhwokRqbirgutd3ls?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:02.356754
"Dr. Vito G. Clarizio, DMD & Associates","
149-21 14th Ave, Whitestone, NY 11357, United States",Queens,New York,+1 718-746-1415,http://www.vitoclariziodentistry.com/,5.0,69,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Vito+G.+Clarizio,+DMD+%26+Associates/data=!4m7!3m6!1s0x89c28a94e2bf6439:0xb432c91955039441!8m2!3d40.7887153!4d-73.8153991!16s%2Fg%2F1trxfmg_!19sChIJOWS_4pSKwokRQZQDVRnJMrQ?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:48:05.004939
Oakland Gardens Family Dental,"
212-21A 73rd Ave, Bayside, NY 11364, United States",Queens,New York,+1 718-229-0322,,4.7,12,Dentist,Show open hours for the week,https://www.google.com/maps/place/Oakland+Gardens+Family+Dental/data=!4m7!3m6!1s0x89c2615bd999be3f:0x7148b53334fb0642!8m2!3d40.7400402!4d-73.7613288!16s%2Fg%2F11j097l4r0!19sChIJP76Z2VthwokRQgb7NDO1SHE?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:08.790825
Eileen Morrissey DDS,"
153-01 10th Ave, Whitestone, NY 11357, United States",Queens,New York,+1 718-762-0202,,5.0,22,Dentist,Show open hours for the week,https://www.google.com/maps/place/Eileen+Morrissey+DDS/data=!4m7!3m6!1s0x89c28abb3352302b:0x5d1d12f52b5091ef!8m2!3d40.7942408!4d-73.8080893!16s%2Fg%2F1tkp5xjf!19sChIJKzBSM7uKwokR75FQK_USHV0?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:19.865574
Little Neck Bay Oral and Maxillofacial Surgery,"
38-08 Bell Blvd Suite 3, Bayside, NY 11361, United States",Queens,New York,+1 718-631-3300,https://www.lnboms.com/,5.0,219,Oral surgeon,Show open hours for the week,https://www.google.com/maps/place/Little+Neck+Bay+Oral+and+Maxillofacial+Surgery/data=!4m7!3m6!1s0x89c28a753dec078f:0x74bfb1fcfc5b91a2!8m2!3d40.766267!4d-73.7726529!16s%2Fg%2F1vlk2h3k!19sChIJjwfsPXWKwokRopFb_Pyxv3Q?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:25.070524
Blvd Plaza Dental: Christopher Mihalios DDS,"
42-21 Francis Lewis Blvd, Bayside, NY 11361, United States",Queens,New York,+1 718-279-8202,http://www.blvdplazadental.com/,4.4,30,Dentist,Show open hours for the week,https://www.google.com/maps/place/Blvd+Plaza+Dental:+Christopher+Mihalios+DDS/data=!4m7!3m6!1s0x89c261d08720726b:0x6d6d2d64615c2b9b!8m2!3d40.7588319!4d-73.7835607!16s%2Fg%2F1tdw8_4r!19sChIJa3Igh9BhwokRmytcYWQtbW0?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:29.364073
Maggio Douglas DDS,"
11-17 166th St, Flushing, NY 11357, United States",Queens,New York,+1 718-767-7575,https://www.whitestonedentist.com/,5.0,35,Dentist,,https://www.google.com/maps/place/Maggio+Douglas+DDS/data=!4m7!3m6!1s0x89c28af5b19000d9:0xf4ca6254d15c25e7!8m2!3d40.7910726!4d-73.7974462!16s%2Fg%2F1vnrlyrw!19sChIJ2QCQsfWKwokR5yVc0VRiyvQ?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:33.481870
Kokolis Michael DDS,"
214-35 42nd Ave, Bayside, NY 11361, United States",Queens,New York,+1 718-352-5582,http://www.belldentalcare.com/,3.1,37,Dentist,Show open hours for the week,https://www.google.com/maps/place/Kokolis+Michael+DDS/data=!4m7!3m6!1s0x89c261e005e99e07:0x4a9fb3feb45e527f!8m2!3d40.7631143!4d-73.7691456!16s%2Fg%2F1tfcv47j!19sChIJB57pBeBhwokRf1JetP6zn0o?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:37.754617
"Dr. Elayne S. Pappas, DDS","
215-41 23rd Rd, Bayside, NY 11360, United States",Queens,New York,+1 718-224-0443,,5.0,3,Pediatric dentist,,"https://www.google.com/maps/place/Dr.+Elayne+S.+Pappas,+DDS/data=!4m7!3m6!1s0x89c28a6af6ba6231:0x8506611c9f63175e!8m2!3d40.7829536!4d-73.7739399!16s%2Fg%2F1tfb2xzm!19sChIJMWK69mqKwokRXhdjnxxhBoU?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:48:41.110367
Cho Orthodontics,"
32-06 Bell Blvd, Bayside, NY 11361, United States",Queens,New York,+1 718-229-9010,https://www.nhportho.com/,4.9,53,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Cho+Orthodontics/data=!4m7!3m6!1s0x89c28a7242c7c557:0xf99ab818c5312fb8!8m2!3d40.7734451!4d-73.774974!16s%2Fg%2F11b6b429tn!19sChIJV8XHQnKKwokRuC8xxRi4mvk?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:46.366881
"Expressway Dental: Implant, Cosmetic, PPO, Emergency Dentistry","
217-12 Horace Harding Expy, Oakland Gardens, NY 11364, United States",Queens,New York,+1 718-229-3788,http://expresswaydental.com/,4.9,30,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Expressway+Dental:+Implant,+Cosmetic,+PPO,+Emergency+Dentistry/data=!4m7!3m6!1s0x89c261ede4b5eb85:0x80fa979666abd080!8m2!3d40.747637!4d-73.759675!16s%2Fg%2F1pwfbtg_t!19sChIJheu15O1hwokRgNCrZpaX-oA?authuser=0&hl=en&rclk=1",dentist Bayside Whitestone Queens,2026-02-25T23:48:50.562790
United Dental Group,"
221-22 Horace Harding Expy, Oakland Gardens, NY 11364, United States",Queens,New York,+1 718-285-0822,,4.2,65,Dental implants periodontist,Open · Closes 6 pm,https://www.google.com/maps/place/United+Dental+Group/data=!4m7!3m6!1s0x89c261d39e1c3a31:0xfe4228d840d8a9ef!8m2!3d40.7491165!4d-73.7555325!16s%2Fg%2F11cm3znkcw!19sChIJMTocntNhwokR76nYQNgoQv4?authuser=0&hl=en&rclk=1,dentist Bayside Whitestone Queens,2026-02-25T23:48:55.163640
