clinic_name,reviewer_name,stars,review_text,review_date,google_maps_url
"ד""ר שי מרגלית - רופא שיניים בפתח תקווה השתלת שיניים הלבנת שיניים",Jenny Меir,5,"🇷🇺 Уход за зубами — тема тонкая и очень личная. Найти своих людей непросто. Уже более 15 лет я наблюдаюсь у Шая Маргалит, стоматолога высшей категории — от пломб до протезирования. Шай спокойный, профессиональный, тактичный и очень точный. Говорит простыми словами, работает аккуратно и без спешки, обезболивание мягкое, атмосфера тёплая и уважительная. После приёма остаётся главное — чувство уверенности и покоя: знаешь, что всё сделано надёжно и бережно.  К Марии Фридман я хожу раз в три месяца уже более 15 лет. Мария - дентальный гигиенист с лёгкими, уверенными руками: чистка бережная и тщательная, без боли и суеты, с вниманием к сложным зонам. Мария очень приятная, деликатная и внимательная — по-настоящему душевный человек. Даёт понятные, реально выполнимые советы. Каждый визит — это спокойствие, забота и благодарность.  Шай Маргалит и Мария Фридман, я очень вас люблю !👑❤️🙏  ⸻  🇺🇸 Dental care is delicate and deeply personal. Finding “your” people isn’t easy. For over 15 years I’ve been under the care of Shai Margalit, a top-tier dentist — from fillings to prosthetic work. Shai is calm, professional, tactful, and very precise. He explains in plain words, works carefully and unhurriedly; anesthesia is gentle, and the atmosphere is warm and respectful. After each appointment, what remains is a quiet confidence and calm — you know everything was done reliably and with care.  I see Maria Fridman, every three months for over 15 years. Maria is a dental hygienist with a light, confident touch: her cleanings are gentle and thorough, without pain or rush, with attention to the difficult areas. Maria is very pleasant, delicate, and attentive — a truly warm person. She gives clear, truly doable advice. Every visit is a moment of calm, care, and gratitude.  Shai Margalit and Maria Fridman, I love you very much! 👑❤️🙏  ⸻  🇮🇱 טיפול שיניים הוא עניין עדין ואישי, ולא קל למצוא את האנשים שלך. כבר מעל 15 שנה אני מטופלת אצל שי מרגלית, רופא שיניים מהשורה הראשונה — מסתימות ועד עבודות שיקום. שי רגוע, מקצועי, מתחשב ומדויק. הוא מסביר בפשטות, עובד בעדינות ובלי לחץ, ההרדמה עדינה והאווירה חמה ומכבדת. אחרי כל ביקור נשארת תחושת ביטחון ושקט — הידיעה הפשוטה שהכול נעשה במקצועיות וברגישות.  אל מריה פרידמן אני מגיעה אחת לשלושה חודשים כבר מעל 15 שנה. מריה היא שיננית עם ידיים קלות ובטוחות: הניקוי עדין ויסודי, בלי כאב ובלי לחץ, עם תשומת לב לאזורים המורכבים. מריה נעימה, עדינה וקשובה — אדם חם באמת. היא נותנת הנחיות ברורות וברות יישום. כל ביקור הוא רגע של שקט, אכפתיות והכרת תודה.  שי מרגלית ומריה פרידמן, אני אוהבת אתכם מאוד 👑❤️🙏",לפני 5 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A9%D7%99+%D7%9E%D7%A8%D7%92%D7%9C%D7%99%D7%AA+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94+%D7%94%D7%A9%D7%AA%D7%9C%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%94%D7%9C%D7%91%D7%A0%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d360b3dd9e435:0x18810fefe0c427e6!8m2!3d32.0824609!4d34.8830321!16s%2Fg%2F1wk0b4t6!19sChIJNeTZPQs2HRUR5ifE4O8PgRg?authuser=0&hl=iw&rclk=1
"ד""ר שי מרגלית - רופא שיניים בפתח תקווה השתלת שיניים הלבנת שיניים",שולה פפיר,5,"אני רוצה להמליץ בחום על ד""ר שי מרגלית כרופא מקצועי, אנושי ומסור במיוחד. רציתי לציין כי ד""ר שי מצא פתרון יצירתי באמצעים חדשניים למצבי הבעיתי והמורכב, שרופאים אחרים טענו שאינו פתיר. ד""ר שי התייחס אלי בסבלנות רבה, ברגישות ובאופן הוגן ועל כך רציתי להודות לו.",לפני 11 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A9%D7%99+%D7%9E%D7%A8%D7%92%D7%9C%D7%99%D7%AA+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94+%D7%94%D7%A9%D7%AA%D7%9C%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%94%D7%9C%D7%91%D7%A0%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d360b3dd9e435:0x18810fefe0c427e6!8m2!3d32.0824609!4d34.8830321!16s%2Fg%2F1wk0b4t6!19sChIJNeTZPQs2HRUR5ifE4O8PgRg?authuser=0&hl=iw&rclk=1
"ד""ר שי מרגלית - רופא שיניים בפתח תקווה השתלת שיניים הלבנת שיניים",הדר נוני,5,רופא מצויין יחס מעולה שרות שאין בשום מקום אחר,לפני 3 חודשים,https://www.google.com/maps/place/%D7%93%22%D7%A8+%D7%A9%D7%99+%D7%9E%D7%A8%D7%92%D7%9C%D7%99%D7%AA+-+%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%91%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94+%D7%94%D7%A9%D7%AA%D7%9C%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%94%D7%9C%D7%91%D7%A0%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d360b3dd9e435:0x18810fefe0c427e6!8m2!3d32.0824609!4d34.8830321!16s%2Fg%2F1wk0b4t6!19sChIJNeTZPQs2HRUR5ifE4O8PgRg?authuser=0&hl=iw&rclk=1
מרפאת שיניים,C.L. Manage,4,,לפני 3 חודשים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4a206486647b:0xceb0fb2bfe126c9f!8m2!3d32.0924884!4d34.8379598!16s%2Fg%2F11hzsvwhj_!19sChIJe2SGZCBKHRURn2wS_iv7sM4?authuser=0&hl=iw&rclk=1
מרפאת שיניים,רות,0,,לפני 6 חודשים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4a206486647b:0xceb0fb2bfe126c9f!8m2!3d32.0924884!4d34.8379598!16s%2Fg%2F11hzsvwhj_!19sChIJe2SGZCBKHRURn2wS_iv7sM4?authuser=0&hl=iw&rclk=1
רופא שיניים פתח תקווה נטורל אסתטיק דנט,sara yitzhak,5,"זו זכות עבורי לכתוב מילות הערכה והכרת תודה למרפאה.  אני מטופלת כבר מספר חודשים. לצערי הפה שלי דורש לא מעט טיפולים, כגון סתימות, שתלים, טיפולי שורש, כתרים, שיקום פה וכו'. לאור זאת, אני חושבת שהרושם הוא רציני ועקבי.  אתחיל עם צוות המרפאה – והאנשים זה הרי הכי חשוב - אנה, פולינה, לירון, ד""ר קטי וד""ר אלירן,  עם כולם התקשורת כל כך נעימה, אדיבה, אמפטית, עם שימת לב לפרטי פרטים.  לצד זה המרפאה היא השתקפות של הרוח האנושית, נקי ומצוחצח עם עיצוב אסתטי ומרגיע. זה טיפה משונה לומר זאת, אבל שורה על המקום אווירת ספא. בכל הטיפולים אני נוהגת לעצום עיניים ולהיכנס למוד מדיטטבי, מתמסרת למוזיקה האווירתית והופ עוברת שעה.  בפן הטיפולי. כל טיפול מתחיל בג'ל מרדים, בכדי שהשלב הבא, זריקת ההרדמה, תהיה נסבלת. מדהים. אפילו על זה הם לא מקמצים באמצעים. ואז מגיע הטיפול, כל פעולה נעשית באופן היסודי והשיטתי ביותר. כל הליך נבדק, נמדד, ומבוצע באופן המקצועי ביותר.  בעבר בטיפולים במרפאות שונות, תמיד דחיתי טיפולים, זה נחווה כמו משהו בלתי נסבל שצריך להצליח איכשהו לעבור אותו כשאוזרים אומץ. במרפאה זו, אני מגיעה שבוע אחר שבוע, כמעט ללא חרדות או קשיים, ורגע לפני שאני כמעט נכנסת לתנומה, הטיפול מסתיים ואני יוצאת נינוחה ואפילו שמחה, מסופקת שעברתי עוד תחנה בדרך לפה בריא יותר.  אני רוצה להודות באופן מיוחד לד""ר קטי, שבמקצועיות ובעדינות מטפלת בי באופן הטוב ביותר שטופלתי אי פעם.",לפני חודש,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94+%D7%A0%D7%98%D7%95%D7%A8%D7%9C+%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7+%D7%93%D7%A0%D7%98%E2%80%AD/data=!4m7!3m6!1s0x151d4bc91bb86a8f:0xdcb39f3b8d0f65e9!8m2!3d32.0913012!4d34.860248!16s%2Fg%2F11hcds53z0!19sChIJj2q4G8lLHRUR6WUPjTufs9w?authuser=0&hl=iw&rclk=1
רופא שיניים פתח תקווה נטורל אסתטיק דנט,Anya Kaplun,5,"מאז שגיליתי את המרפאה הזאת, קשה לי לחשוב על לסמוך על מישהו אחר עם השיניים שלי, כולם מאוד שירותים וחמודים , הרופא מאןד מאוד מקצועי . בכל טיפול מורגש שטובתך כמטופל עומדת מעל הרצון לרווח.מחירים הוגנים מאוד. מומלץ מומלץ (הפ כל-כך חמודים, שהגעתי …",לפני 3 חודשים,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94+%D7%A0%D7%98%D7%95%D7%A8%D7%9C+%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7+%D7%93%D7%A0%D7%98%E2%80%AD/data=!4m7!3m6!1s0x151d4bc91bb86a8f:0xdcb39f3b8d0f65e9!8m2!3d32.0913012!4d34.860248!16s%2Fg%2F11hcds53z0!19sChIJj2q4G8lLHRUR6WUPjTufs9w?authuser=0&hl=iw&rclk=1
רופא שיניים פתח תקווה נטורל אסתטיק דנט,alik Dll,5,"רוצה להגיד תודה גדולה ל־נטורל אסתטיק דנט על טיפול מקצועי, עדין ויחס חם 🙏 מהרגע הראשון הרגשתי שאני בידיים טובות – הסבר ברור, סבלנות, ואכפתיות אמיתית. שמחה שבחרתי בקליניקה הזו וממליץ בחום לכל מי שמחפש טיפול איכותי ושקט נפשי 🌿✨  תודה רבה …",תאריך העריכה: לפני חודשיים,https://www.google.com/maps/place/%D7%A8%D7%95%D7%A4%D7%90+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94+%D7%A0%D7%98%D7%95%D7%A8%D7%9C+%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7+%D7%93%D7%A0%D7%98%E2%80%AD/data=!4m7!3m6!1s0x151d4bc91bb86a8f:0xdcb39f3b8d0f65e9!8m2!3d32.0913012!4d34.860248!16s%2Fg%2F11hcds53z0!19sChIJj2q4G8lLHRUR6WUPjTufs9w?authuser=0&hl=iw&rclk=1
כתר נטו,bo sof,0,"זהירות קצבים!!! כבר מזמן הפכו ממרפאת שיניים, שמטפלת בשיניים לתעשיית עקירה-שתל-מבנה-כתר. הגעתי אליהם 3 פעמים עם חור בשן, סתימה שנפלה או מבנה שעשו שיצא. בכל פעם אפילו שעדיין יש אחריות על מה שעשו, רצו לעקור להשתיל ולשים כתר במקום להציל את השן. אפילו שהם עשו את העבודה. בכל פעם בכללית סמייל - טיפלו בשן  החולה והצילו אותה. זהירות במיוחד מהצעה שלהם לשים כתר על כמה שיניים.",לפני 6 חודשים,https://www.google.com/maps/place/%D7%9B%D7%AA%D7%A8+%D7%A0%D7%98%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4a2074d0cfdf:0xcd372f429997cfc!8m2!3d32.0928878!4d34.8391723!16s%2Fg%2F1td80y33!19sChIJ38_QdCBKHRUR_HyZKfRy0ww?authuser=0&hl=iw&rclk=1
כתר נטו,tomer landau,5,שירות מקצועי ומחירים זולים. מאוד מרוצה מהתוצאה!,לפני 6 שנים,https://www.google.com/maps/place/%D7%9B%D7%AA%D7%A8+%D7%A0%D7%98%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4a2074d0cfdf:0xcd372f429997cfc!8m2!3d32.0928878!4d34.8391723!16s%2Fg%2F1td80y33!19sChIJ38_QdCBKHRUR_HyZKfRy0ww?authuser=0&hl=iw&rclk=1
כתר נטו,Sali Sapan,5,שירות אדיב ומסור לכל אורך הדרך. מחיר נוח.,לפני 6 שנים,https://www.google.com/maps/place/%D7%9B%D7%AA%D7%A8+%D7%A0%D7%98%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4a2074d0cfdf:0xcd372f429997cfc!8m2!3d32.0928878!4d34.8391723!16s%2Fg%2F1td80y33!19sChIJ38_QdCBKHRUR_HyZKfRy0ww?authuser=0&hl=iw&rclk=1
"כללית סמייל הסיבים פ""ת - מרפאת שיניים - פתח תקווה",תיקי זילחה,5,"אני רוצה להמליץ על המרפאה המדהימה, המשפחתית והאהובה בסיבים על  ד״ר מאריו וד״ר סוהאד המדהימים שעשו עבודה יוצאת דופן. על הפקידות המקסימות ועל קלרה המנהלת המהממת שתמיד מקבלת אותי בחיבוק ובאהבה ממליצה בחום",לפני שבוע,https://www.google.com/maps/place/%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+%D7%94%D7%A1%D7%99%D7%91%D7%99%D7%9D+%D7%A4%22%D7%AA+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b1ad252a01b:0x75e79ce23e6a6811!8m2!3d32.0838907!4d34.8564122!16s%2Fg%2F11jh_qpws6!19sChIJG6BS0hpLHRUREWhqPuKc53U?authuser=0&hl=iw&rclk=1
"כללית סמייל הסיבים פ""ת - מרפאת שיניים - פתח תקווה",רם בר-קדם,5,"שלום רציתי להמליץ על הטיפול במרפאה ספציפית זו בסיבים, הצוות נחמד ומקצועי, הציוד חדשני והרופאים עושים כל מאמץ להפחית בכאב תוך שמירה על מיקצועיות ונימוס. חייב לומר שזה כבר סדרת הטיפולים הרביעית שלי וכל פעם ההרגשה היא טובה ומשופרת.  כל הכבוד כן ירבו כמובם  רם",לפני 3 חודשים,https://www.google.com/maps/place/%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+%D7%94%D7%A1%D7%99%D7%91%D7%99%D7%9D+%D7%A4%22%D7%AA+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b1ad252a01b:0x75e79ce23e6a6811!8m2!3d32.0838907!4d34.8564122!16s%2Fg%2F11jh_qpws6!19sChIJG6BS0hpLHRUREWhqPuKc53U?authuser=0&hl=iw&rclk=1
"כללית סמייל הסיבים פ""ת - מרפאת שיניים - פתח תקווה",אריאל מיץ,0,שירות נורא! היה לנו תור לרופא וביום של התור התקשרו לאחר את השעה. הגענו בשעה שנאמר לנו וחיכינו יותר משעה!! להיכנס לרופא לבדיקה של 2 דקות. …,לפני 3 חודשים,https://www.google.com/maps/place/%D7%9B%D7%9C%D7%9C%D7%99%D7%AA+%D7%A1%D7%9E%D7%99%D7%99%D7%9C+%D7%94%D7%A1%D7%99%D7%91%D7%99%D7%9D+%D7%A4%22%D7%AA+-+%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+-+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b1ad252a01b:0x75e79ce23e6a6811!8m2!3d32.0838907!4d34.8564122!16s%2Fg%2F11jh_qpws6!19sChIJG6BS0hpLHRUREWhqPuKc53U?authuser=0&hl=iw&rclk=1
מרפאת שיניים פת דר מיקי פוקס - סניף פתח תקווה,052527720,5,"שמי אורן  הגעתי למרפאת שיניים מיקי פוקס בהמלצה חמה של חברה טובה. הטיפול היה מקצועי מאוד, ולאורך כל הדרך חשתי ביטחון מלא בתהליך, הרגשתי שאני ""בידיים טובות"" גם פרוצדורות לא פשוטות כמו עקירה או החדרת שתלים עברו טוב וללא כל כאב חריג. היחס האישי מצויין, הגמישות בהתאמת זמני המפגשים עזר לי מאוד בקיצור התהליך כולו. המחיר הוגן.  לסיכום חזרתי לחברתי שהמליצה והבעתי את תודתי כמו גם למיקי על הטיפול המסור והמקצועי.",לפני 3 שבועות,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%AA+%D7%93%D7%A8+%D7%9E%D7%99%D7%A7%D7%99+%D7%A4%D7%95%D7%A7%D7%A1+-+%D7%A1%D7%A0%D7%99%D7%A3+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d3705398cc71d:0x9ba88ac03d43c884!8m2!3d32.1025034!4d34.8783759!16s%2Fg%2F11gy9zlnd5!19sChIJHceMOQU3HRURhMhDPcCKqJs?authuser=0&hl=iw&rclk=1
מרפאת שיניים פת דר מיקי פוקס - סניף פתח תקווה,Tamar Weiszmann,5,"מבקשת להמליץ על ד""ר פוקס. הגענו אליו עם בתי שהיתה עם כאבים נוראיים ועם חרדה דנטלית שמנעה ממנה ללכת לטיפול. ד""ר פוקס קיבל אותנו עם המון סבלנות ואכפתיות, ברגישות אין קץ. הטיפול ( המורכב) עבר בהצלחה גדולה, במקצועיות ובעדינות. יצאנו בחיוך!",לפני שבועיים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%AA+%D7%93%D7%A8+%D7%9E%D7%99%D7%A7%D7%99+%D7%A4%D7%95%D7%A7%D7%A1+-+%D7%A1%D7%A0%D7%99%D7%A3+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d3705398cc71d:0x9ba88ac03d43c884!8m2!3d32.1025034!4d34.8783759!16s%2Fg%2F11gy9zlnd5!19sChIJHceMOQU3HRURhMhDPcCKqJs?authuser=0&hl=iw&rclk=1
מרפאת שיניים פת דר מיקי פוקס - סניף פתח תקווה,טל רון,5,"נחמד ושירותי מאוד, וממש רוצה לעזור. ממליצה בחום - רופא מקצועי וחביב. ולא לקח תשלום עבור בדיקה מהירה וייעוץ! יישר כוח ד״ר מיקי",לפני חודש,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%A4%D7%AA+%D7%93%D7%A8+%D7%9E%D7%99%D7%A7%D7%99+%D7%A4%D7%95%D7%A7%D7%A1+-+%D7%A1%D7%A0%D7%99%D7%A3+%D7%A4%D7%AA%D7%97+%D7%AA%D7%A7%D7%95%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d3705398cc71d:0x9ba88ac03d43c884!8m2!3d32.1025034!4d34.8783759!16s%2Fg%2F11gy9zlnd5!19sChIJHceMOQU3HRURhMhDPcCKqJs?authuser=0&hl=iw&rclk=1
מרפאת ולבן שיניים,י.ב י.ב,5,אלברט הרופא הכי טוב והכי נחמד והכי מקצועי,לפני 2 שנים,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%95%D7%9C%D7%91%D7%9F+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bcd3439012d:0x72906bf14a0de351!8m2!3d32.0875267!4d34.8436918!16s%2Fg%2F11sm8z9b65!19sChIJLQE5NM1LHRURUeMNSvFrkHI?authuser=0&hl=iw&rclk=1
מרפאת ולבן שיניים,אדיר טראבלסי,5,,לפני חודש,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%95%D7%9C%D7%91%D7%9F+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151d4bcd3439012d:0x72906bf14a0de351!8m2!3d32.0875267!4d34.8436918!16s%2Fg%2F11sm8z9b65!19sChIJLQE5NM1LHRURUeMNSvFrkHI?authuser=0&hl=iw&rclk=1
מרפאת שיניים לב שרה,מיקי ירושלמי,5,"מרפאת שיניים ברמה הכי גבוהה שנתקלתי בה! מהרגע הראשון מרגישים שמדובר בצוות מקצועי, אכפתי ואנושי באמת. היחס אישי, הסבלנות יוצאת דופן, וכל טיפול מלווה בהסברים ברורים שנותנים תחושת ביטחון ורוגע. הרופאים והצוות עובדים במקצועיות מרשימה, עם ציוד מתקדם, דיוק וסטנדרטים גבוהים מאוד, וכל זה באווירה נעימה וחיובית שממש לא מובנת מאליה כשמדובר בטיפולי שיניים.  לאורך כל הדרך הרגשתי שמקשיבים לי, מתייחסים אליי בכבוד, ודואגים שאצא מרוצה — גם מבחינת התוצאה וגם מבחינת החוויה עצמה. זה לא רק טיפול שיניים, זו חוויה של שירות אמיתי ואכפתיות. ממליץ מכל הלב לכל מי שמחפש מרפאה שאפשר לסמוך עליה בעיניים עצומות. אין ספק שזו מרפאה שחוזרים אליה וממליצים עליה בשמחה 🩷🩷🩷🩷🩷🩷",לפני חודש,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9C%D7%91+%D7%A9%D7%A8%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b8c873c6ecb:0xc157d3aba374aad5!8m2!3d32.0875699!4d34.8278911!16s%2Fg%2F11tng7g7ld!19sChIJy248h4xLHRUR1ap0o6vTV8E?authuser=0&hl=iw&rclk=1
מרפאת שיניים לב שרה,דוד כהן,5,"מרפאת שינים ברמה מקצועית גבוהה מאוד עם יחס אישי מעולה ומיכשור מתקדם ואיכות חומרים  מצויינת . מייד כשהגעתי למרפאה הבנתי שאני בידיים טובות , אבחון ראשוני מיידי לאחר צילום ממש …",לפני חודש,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9C%D7%91+%D7%A9%D7%A8%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b8c873c6ecb:0xc157d3aba374aad5!8m2!3d32.0875699!4d34.8278911!16s%2Fg%2F11tng7g7ld!19sChIJy248h4xLHRUR1ap0o6vTV8E?authuser=0&hl=iw&rclk=1
מרפאת שיניים לב שרה,דניאל אלרוב,5,"רציתי לשתף בחוויה חיובית יוצאת דופן שעברתי במרפאת השיניים לב שרה. אם אתם מחפשים מקום שמשלב מקצועיות ללא פשרות עם יחס אנושי, זה המקום. ​המקצועיות: מהרגע שנכנסתי הרגשתי שאני בידיים טובות. הרופאים והצוות פועלים בסטנדרטים הגבוהים ביותר, עם ציוד חדיש והסברים מפורטים על כל שלב בטיפול. התוצאה פשוט מושלמת. ​השירות: השירות בלב שרה הוא באמת מעל ומעבר. צוות המרפאה אדיב, סבלני וקשוב מאוד לצרכי המטופל. יש כאן אווירה רגועה שמורידה משמעותית את מפלס הלחץ שמתלווה בדרך כלל לביקורים אצל רופא שיניים. ​המחירים: מדובר באחת המרפאות ההוגנות ביותר שפגשתי. המחירים נמוכים משמעותית מהממוצע בשוק, בלי לגרוע לרגע מאיכות החומרים או איכות הטיפול. פשוט תמורה מלאה לכסף. ​בשורה התחתונה: שילוב נדיר של לב רחב, ידע ומקצועית ומחיר שווה לכל נפש. ממליץ בחום אלרוב דניאל",לפני חודש,https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%9C%D7%91+%D7%A9%D7%A8%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b8c873c6ecb:0xc157d3aba374aad5!8m2!3d32.0875699!4d34.8278911!16s%2Fg%2F11tng7g7ld!19sChIJy248h4xLHRUR1ap0o6vTV8E?authuser=0&hl=iw&rclk=1
"מרפאת שיניים ד""ר שיפר - מרכז השתלות שיניים, ציפויי חרסינה ואסתטיקה",Tobi Cohen,5,מטפל במרפאה מעל 15 שנה. יחס מעולה ומשפחתי.שירות להפליא למדרגתו.מקום נקי ונעים.מחירים סבירים ביחס לשאר.והכי חשוב מרפאה מקצועית,לפני חודש,"https://www.google.com/maps/place/%D7%9E%D7%A8%D7%A4%D7%90%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D+%D7%93%22%D7%A8+%D7%A9%D7%99%D7%A4%D7%A8+-+%D7%9E%D7%A8%D7%9B%D7%96+%D7%94%D7%A9%D7%AA%D7%9C%D7%95%D7%AA+%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D,+%D7%A6%D7%99%D7%A4%D7%95%D7%99%D7%99+%D7%97%D7%A8%D7%A1%D7%99%D7%A0%D7%94+%D7%95%D7%90%D7%A1%D7%AA%D7%98%D7%99%D7%A7%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4bbe027d8387:0xa7dde8d054dcdd8a!8m2!3d32.0862596!4d34.828153!16s%2Fg%2F11f6g3v0_l!19sChIJh4N9Ar5LHRURit3cVNDo3ac?authuser=0&hl=iw&rclk=1"
