segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id
4b,No Website + Good,The Car Clinic of Houston,"7805 Hillcroft St, Houston, TX 77081",Houston,Texas,(713) 779-1423,,4.3,56,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 9 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=The%20Car%20Clinic%20of%20Houston&query_place_id=ChIJ6WfdlxbCQIYRv7gO61gAYQA,Meyerland Area,no,auto repair shop,auto_repair,2026-03-11T16:23:03.407Z,ChIJ6WfdlxbCQIYRv7gO61gAYQA
4b,No Website + Good,Car Bach Auto,"10130 Hempstead Rd, Houston, TX 77092",Houston,Texas,(713) 686-2886,,4.3,52,"Auto repair shop, Tire shop",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Car%20Bach%20Auto&query_place_id=ChIJ3cgvFZLGQIYRZyKTDo-lx28,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:23:04.575Z,ChIJ3cgvFZLGQIYRZyKTDo-lx28
4b,No Website + Good,Houston Auto Tech Inc.,"4718 Steffani Ln, Houston, TX 77041",Houston,Texas,(713) 466-8292,,4.3,64,Auto body shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Houston%20Auto%20Tech%20Inc.&query_place_id=ChIJ39wzN0HFQIYR_HKpyR1cuiM,Carverdale,no,auto repair shop,auto_repair,2026-03-11T16:23:04.576Z,ChIJ39wzN0HFQIYR_HKpyR1cuiM
4b,No Website + Good,Garcia's Auto Service,"9303 Harwin Dr. #M, Houston, TX 77036",Houston,Texas,(713) 366-6106,,4.3,27,Auto repair shop,Monday: 8:30 AM to 6 PM | Tuesday: 8:30 AM to 6 PM | Wednesday: 8:30 AM to 6 PM | Thursday: 8:30 AM to 6 PM | Friday: 8:30 AM to 6 PM | Saturday: 8:30 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Garcia's%20Auto%20Service&query_place_id=ChIJ1RYCSfzCQIYRLzZIxq1oew4,Sharpstown,no,auto repair shop,auto_repair,2026-03-11T16:23:05.007Z,ChIJ1RYCSfzCQIYRLzZIxq1oew4
4b,No Website + Good,Camacho's Complete Auto Service,"1645 S 7th St, Phoenix, AZ 85034",Phoenix,Arizona,(602) 252-3236,,4.3,29,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Camacho's%20Complete%20Auto%20Service&query_place_id=ChIJER_zj-4RK4cR2NZ81laec8Y,Central City,no,auto repair shop,auto_repair,2026-03-11T16:22:32.647Z,ChIJER_zj-4RK4cR2NZ81laec8Y
4b,No Website + Good,Complete Auto Repair,"705 S 35th Ave, Phoenix, AZ 85009",Phoenix,Arizona,(602) 367-1616,,4.3,15,"Auto repair shop, Auto air conditioning service, Brake shop, Diagnostic center, Oil change service",Monday: 8:30 AM to 5:30 PM | Tuesday: 8:30 AM to 5:30 PM | Wednesday: 8:30 AM to 5:30 PM | Thursday: 8:30 AM to 5:30 PM | Friday: 8:30 AM to 5:30 PM | Saturday: 8:30 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Complete%20Auto%20Repair&query_place_id=ChIJK_-VUPoTK4cRSoAKvjSyguM,Capitol Heights,no,auto repair shop,auto_repair,2026-03-11T16:22:34.276Z,ChIJK_-VUPoTK4cRSoAKvjSyguM
4b,No Website + Good,Amigo Auto Center,"2421 E Adams St, Phoenix, AZ 85034",Phoenix,Arizona,(602) 244-1494,,4.3,18,"Auto body shop, Auto repair shop, Auto restoration service, Car detailing service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Amigo%20Auto%20Center&query_place_id=ChIJzfup0QsOK4cR0xt7NVhrIRM,Hialeah,no,auto repair shop,auto_repair,2026-03-11T16:22:43.169Z,ChIJzfup0QsOK4cR0xt7NVhrIRM
4b,No Website + Good,Enrique Auto Repair,"16121 N Cave Creek Rd, Phoenix, AZ 85032",Phoenix,Arizona,(602) 544-6556,,4.3,72,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 5:30 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Enrique%20Auto%20Repair&query_place_id=ChIJAxySHe5xK4cRgVH2LJ0N_c4,Paradise Valley Village,no,auto repair shop,auto_repair,2026-03-11T16:22:47.472Z,ChIJAxySHe5xK4cRgVH2LJ0N_c4
4b,No Website + Good,A to Z Auto Repair Center LLC,"4318 W Glendale Ave, Glendale, AZ 85301, USA",Phoenix,AZ,(623) 521-6105,,4.3,48,"tire_shop, auto_parts_store, car_repair, store, service, point_of_interest, establishment",Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: Closed,https://maps.google.com/?cid=703380037408376887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto service center Glendale, AZ",auto_repair,2026-03-11T15:49:19.147801,ChIJFcz_VGZrK4cRN8jT12rowgk
4b,No Website + Good,3-A Auto Repair,"900 Crosstimbers St, Houston, TX 77022",Houston,Texas,(713) 692-5058,,4.2,42,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=3-A%20Auto%20Repair&query_place_id=ChIJjaT_XXq4QIYR4NkBzJL_wh8,Independence Heights,no,auto repair shop,auto_repair,2026-03-11T16:22:15.960Z,ChIJjaT_XXq4QIYR4NkBzJL_wh8
4b,No Website + Good,Hilltop Tire & Auto Service LLC,"8926 Kellett St, Houston, TX 77078",Houston,Texas,(409) 229-5338,,4.2,23,"Auto repair shop, Auto body shop, Auto radiator repair service, Car repair and maintenance service, Mechanic, Oil change service, Wheel alignment service",Monday: 7 AM to 7 PM | Tuesday: 7 AM to 7 PM | Wednesday: 7 AM to 7 PM | Thursday: 7 AM to 7 PM | Friday: 7 AM to 7 PM | Saturday: 7 AM to 7 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Hilltop%20Tire%20%26%20Auto%20Service%20LLC&query_place_id=ChIJKR9Phtq_QIYROM7-Qmf85BE,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:16.855Z,ChIJKR9Phtq_QIYROM7-Qmf85BE
4b,No Website + Good,A&S Auto Care,"2627 W T C Jester Blvd, Houston, TX 77008",Houston,Texas,(832) 989-4211,,4.2,41,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=A%26S%20Auto%20Care&query_place_id=ChIJxRAhYj3HQIYRx_IguVwjoms,Lazybrook / Timbergrove,no,auto repair shop,auto_repair,2026-03-11T16:22:16.856Z,ChIJxRAhYj3HQIYRx_IguVwjoms
4b,No Website + Good,B Molina Auto Repair,"5850 E Houston Rd, Houston, TX 77028",Houston,Texas,(832) 516-2837,,4.2,37,Auto repair shop,Monday: 9 AM to 7 PM | Tuesday: 9 AM to 7 PM | Wednesday: 9 AM to 7 PM | Thursday: 9 AM to 7 PM | Friday: 9 AM to 7 PM | Saturday: 9 AM to 7 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=B%20Molina%20Auto%20Repair&query_place_id=ChIJUY517xC7QIYRcrqLwIc_HZg,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:17.876Z,ChIJUY517xC7QIYRcrqLwIc_HZg
4b,No Website + Good,W W Complete Auto Repair,"6227 Stuebner Airline Rd Suite 2, Houston, TX 77091",Houston,Texas,(713) 699-9993,,4.2,39,Auto repair shop,Monday: 8:30 AM to 6 PM | Tuesday: 8:30 AM to 6 PM | Wednesday: 8:30 AM to 6 PM | Thursday: 8:30 AM to 6 PM | Friday: 8:30 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=W%20W%20Complete%20Auto%20Repair&query_place_id=ChIJ8Zn6subHQIYR_kVZPXhjOqw,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:17.876Z,ChIJ8Zn6subHQIYR_kVZPXhjOqw
4b,No Website + Good,Rolem Auto Service,"826 Sunnyside St, Houston, TX 77076",Houston,Texas,(713) 694-0409,,4.2,21,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=Rolem%20Auto%20Service&query_place_id=ChIJSxT0WQS4QIYR-UQ7CVHrDYE,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:21.114Z,ChIJSxT0WQS4QIYR-UQ7CVHrDYE
4b,No Website + Good,Fuentes Tire Shop And General mechanic,"8912 Jensen Dr, Houston, TX 77093",Houston,Texas,(346) 381-4234,,4.2,29,Tire shop,Monday: 8 AM to 7:30 PM | Tuesday: 8 AM to 7:30 PM | Wednesday: Closed | Thursday: 8 AM to 7:30 PM | Friday: 8 AM to 7:30 PM | Saturday: 9 AM to 7 PM | Sunday: 9 AM to 4 PM,https://www.google.com/maps/search/?api=1&query=Fuentes%20Tire%20Shop%20And%20General%20mechanic&query_place_id=ChIJ0wVuOVq5QIYRanUTpF3KwEY,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:22.285Z,ChIJ0wVuOVq5QIYRanUTpF3KwEY
4b,No Website + Good,Mayra’s Tire & Auto Repair Shop,"614 E Tidwell Rd, Houston, TX 77022",Houston,Texas,(281) 846-6627,,4.2,24,"Tire shop, Car repair and maintenance service, Vehicle inspection service",Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 6:30 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mayra%E2%80%99s%20Tire%20%26%20Auto%20Repair%20Shop&query_place_id=ChIJP-1MBLe5QIYRX0LI_-ydmAA,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:22.286Z,ChIJP-1MBLe5QIYRX0LI_-ydmAA
4b,No Website + Good,Cullen Auto Service,"9427 Cullen Blvd, Houston, TX 77051",Houston,Texas,(713) 733-2500,,4.2,185,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Cullen%20Auto%20Service&query_place_id=ChIJh_6KqQuVQIYRHvS-sSefZdg,South Side,no,auto repair shop,auto_repair,2026-03-11T16:23:00.756Z,ChIJh_6KqQuVQIYRHvS-sSefZdg
4b,No Website + Good,Tristan's Auto Repair,"9998 Fuqua St, Houston, TX 77089",Houston,Texas,(713) 643-1779,,4.2,53,"Auto repair shop, Brake shop, Oil change service, Transmission shop, Wheel alignment service",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Tristan's%20Auto%20Repair&query_place_id=ChIJi5b7NECWQIYRvwfqI8lSpks,South Belt / Ellington,no,auto repair shop,auto_repair,2026-03-11T16:23:02.534Z,ChIJi5b7NECWQIYRvwfqI8lSpks
4b,No Website + Good,NL Auto Repair,"1414 Blalock Rd, Houston, TX 77055",Houston,Texas,(713) 465-4071,,4.2,46,"Auto repair shop, Auto radiator repair service",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=NL%20Auto%20Repair&query_place_id=ChIJNzwuL_TEQIYRUt5Ao7cki68,Spring Branch Central,no,auto repair shop,auto_repair,2026-03-11T16:23:03.218Z,ChIJNzwuL_TEQIYRUt5Ao7cki68
4b,No Website + Good,IMS Auto & Body Repair LLC,"9595 Long Point Rd, Houston, TX 77055",Houston,Texas,(713) 647-8300,,4.2,176,Car repair and maintenance service,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=IMS%20Auto%20%26%20Body%20Repair%20LLC&query_place_id=ChIJK8_moiDFQIYRp36kcHsML00,Northwest Houston,no,auto repair shop,auto_repair,2026-03-11T16:23:04.576Z,ChIJK8_moiDFQIYRp36kcHsML00
4b,No Website + Good,Tri Star Auto Care,"10250 Hammerly Blvd #1, Houston, TX 77043",Houston,Texas,(713) 365-0300,,4.2,97,Auto repair shop,Monday: 8:30 AM to 5 PM | Tuesday: 8:30 AM to 5 PM | Wednesday: 8:30 AM to 5 PM | Thursday: 8:30 AM to 5 PM | Friday: 8:30 AM to 5 PM | Saturday: 8:30 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Tri%20Star%20Auto%20Care&query_place_id=ChIJ_UeISSfFQIYRTnP1f1TdZ9U,Spring Branch North,no,auto repair shop,auto_repair,2026-03-11T16:23:05.947Z,ChIJ_UeISSfFQIYRTnP1f1TdZ9U
4b,No Website + Good,Orguez Mechanic and Tire Shop,"8800 W Tidwell Rd, Houston, TX 77040",Houston,Texas,(832) 944-0323,https://www.facebook.com/orguezmechanicandtireshop,4.2,133,"Auto repair shop, Brake shop, Mechanic, Oil change service, Tire shop, Used tire shop, Wheel alignment service",Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 5:30 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Orguez%20Mechanic%20and%20Tire%20Shop&query_place_id=ChIJS7hYurjFQIYRPcTdUee4sPs,Fairbanks / Northwest Crossing,no,auto repair shop,auto_repair,2026-03-11T16:23:05.947Z,ChIJS7hYurjFQIYRPcTdUee4sPs
4b,No Website + Good,Sammy's Auto Service,"4030 N 75th Ave, Phoenix, AZ 85033",Phoenix,Arizona,(623) 846-2245,,4.2,240,"Auto repair shop, Auto air conditioning service, Brake shop, Mechanic, Muffler shop, Oil change service, Tire shop, Transmission shop, Vehicle inspection service, Wheel alignment service",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Sammy's%20Auto%20Service&query_place_id=ChIJYc1A104VK4cRy8_drq4e2-c,Maryvale Village,no,auto repair shop,auto_repair,2026-03-11T16:22:19.723Z,ChIJYc1A104VK4cRy8_drq4e2-c
4b,No Website + Good,Affordable Auto Repair,"1901 W Granada Rd, Phoenix, AZ 85009",Phoenix,Arizona,(602) 253-7715,,4.2,21,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Affordable%20Auto%20Repair&query_place_id=ChIJ-VKXNLITK4cRW-IZUJ6thIQ,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:31.568Z,ChIJ-VKXNLITK4cRW-IZUJ6thIQ
4b,No Website + Good,Herrera's Auto Repair,"2219 N 35th Ave, Phoenix, AZ 85009",Phoenix,Arizona,(602) 723-9117,,4.2,62,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Herrera's%20Auto%20Repair&query_place_id=ChIJRV5np4MTK4cRub72lsdzZI4,Northwest Homesites,no,auto repair shop,auto_repair,2026-03-11T16:22:33.089Z,ChIJRV5np4MTK4cRub72lsdzZI4
4b,No Website + Good,"C & C Auto Service, LLC","2248 E McDowell Rd, Phoenix, AZ 85006",Phoenix,Arizona,(602) 244-8850,,4.2,14,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=C%20%26%20C%20Auto%20Service%2C%20LLC&query_place_id=ChIJY9pSWe4NK4cRv58Cgcm6j-Q,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:35.940Z,ChIJY9pSWe4NK4cRv58Cgcm6j-Q
4b,No Website + Good,Bulldog Alignment Auto Service,"3501 W Maricopa St, Phoenix, AZ 85009",Phoenix,Arizona,(602) 348-6644,,4.2,56,Car repair and maintenance service,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 9 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Bulldog%20Alignment%20Auto%20Service&query_place_id=ChIJhTDUm-kTK4cRqujCAQcMCEY,Westward Homes,no,auto repair shop,auto_repair,2026-03-11T16:22:38.385Z,ChIJhTDUm-kTK4cRqujCAQcMCEY
4b,No Website + Good,Arizona Beemer Repair,"11237 N Cave Creek Rd, Phoenix, AZ 85020",Phoenix,Arizona,(602) 870-2985,,4.2,77,Auto repair shop,Monday: Closed | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Arizona%20Beemer%20Repair&query_place_id=ChIJlS4G3XdyK4cRVcrzPj6v364,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:47.424Z,ChIJlS4G3XdyK4cRVcrzPj6v364
4b,No Website + Good,Stafford Paint & Body,"12822 Mula Ln suite b, Stafford, TX 77477, USA",Houston,TX,(281) 575-1048,,4.2,11,"car_repair, point_of_interest, service, establishment",Monday: 8:00 AM – 5:30 PM | Tuesday: 8:00 AM – 5:30 PM | Wednesday: 8:00 AM – 5:30 PM | Thursday: 8:00 AM – 5:30 PM | Friday: 8:00 AM – 5:30 PM | Saturday: 10:00 AM – 1:00 PM | Sunday: Closed,https://maps.google.com/?cid=18135125297614167439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Sugar Land, TX",auto_repair,2026-03-11T15:48:37.418039,ChIJN4eeTnroQIYRjx1-yV_orPs
4b,No Website + Good,todds mobile auto repair LLC,"6240 N 63rd Ave, Glendale, AZ 85301, USA",Phoenix,AZ,(623) 889-1350,,4.2,23,"car_repair, service, point_of_interest, establishment",Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 9:00 PM | Saturday: 6:00 AM – 9:00 PM | Sunday: 6:00 AM – 9:00 PM,https://maps.google.com/?cid=5341172945337761368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto repair shop Glendale, AZ",auto_repair,2026-03-11T15:49:13.042104,ChIJ0cE2d71rK4cRWL7Iun6oH0o
4b,No Website + Good,PRICE AUTO BODY,"5915 W Glendale Ave, Glendale, AZ 85301, USA",Phoenix,AZ,(623) 842-0278,,4.2,52,"car_repair, service, point_of_interest, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,https://maps.google.com/?cid=9257156849464217447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,no,"auto body shop Glendale, AZ",auto_repair,2026-03-11T15:49:16.102457,ChIJpaBXS71sK4cRZ49jqhsHeIA
4b,No Website + Good,Hector's Auto Repair &State Inspection.,"5570, 515 Melbourne St Ste. D, Houston, TX 77022",Houston,TX,(713) 692-9806,,4.1,50,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Hector's%20Auto%20Repair%20%26State%20Inspection.&query_place_id=ChIJO9aXp_e4QIYRCAbpHO7DQLg,Northside,no,auto repair shop,auto_repair,2026-03-11T16:22:15.959Z,ChIJO9aXp_e4QIYRCAbpHO7DQLg
4b,No Website + Good,Alexander Auto Service,"800 E Tidwell Rd, Houston, TX 77022",Houston,Texas,(713) 692-1708,,4.1,117,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Alexander%20Auto%20Service&query_place_id=ChIJSZTJQQy4QIYRMB5PQ2TyrIw,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:17.876Z,ChIJSZTJQQy4QIYRMB5PQ2TyrIw
4b,No Website + Good,Auto Balle's Service,"150 E Little York Rd, Houston, TX 77076",Houston,Texas,(713) 691-2223,,4.1,41,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Auto%20Balle's%20Service&query_place_id=ChIJG5jr4gPIQIYRViyK2WOUclM,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:18.896Z,ChIJG5jr4gPIQIYRViyK2WOUclM
4b,No Website + Good,Z Auto Muffler Shop,"2409 Tidwell Rd, Houston, TX 77093",Houston,Texas,(713) 697-4818,,4.1,166,"Muffler shop, Auto repair shop",Monday: 8 AM to 5:30 AM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Z%20Auto%20Muffler%20Shop&query_place_id=ChIJuRn4Vcm5QIYR4dvCmw254oc,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:19.939Z,ChIJuRn4Vcm5QIYR4dvCmw254oc
4b,No Website + Good,MARCO'S MECHANIC SHOP,"3510 Cochran St, Houston, TX 77009",Houston,Texas,,,4.1,13,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=MARCO'S%20MECHANIC%20SHOP&query_place_id=ChIJF_CY7d64QIYROpUWT5LiGA8,Northside,no,auto repair shop,auto_repair,2026-03-11T16:22:19.940Z,ChIJF_CY7d64QIYROpUWT5LiGA8
4b,No Website + Good,C C Auto Electric/Tire Shop,"14614 Lee Rd, Humble, TX 77396",Humble,Texas,(281) 221-6843,,4.1,15,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=C%20C%20Auto%20Electric%2FTire%20Shop&query_place_id=ChIJnZvo1DaxQIYRoSV7DfY9e3k,Iah / Airport Area,no,auto repair shop,auto_repair,2026-03-11T16:22:26.131Z,ChIJnZvo1DaxQIYRoSV7DfY9e3k
4b,No Website + Good,Texas Auto Repair & Body Shop,"2215 Main St, Houston, TX 77002",Houston,Texas,(713) 223-5231,,4.1,107,"Auto repair shop, Auto body shop",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 9 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Texas%20Auto%20Repair%20%26%20Body%20Shop&query_place_id=ChIJ2UjNJBW_QIYRHq3jfRNWR8A,Midtown,no,auto repair shop,auto_repair,2026-03-11T16:22:47.684Z,ChIJ2UjNJBW_QIYRHq3jfRNWR8A
4b,No Website + Good,Land Star Auto Repair,"8524 Hammerly Blvd A, Houston, TX 77055",Houston,Texas,(713) 463-6900,,4.1,110,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Land%20Star%20Auto%20Repair&query_place_id=ChIJjZfFjkrEQIYRm-g-3rO9mzU,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:23:00.439Z,ChIJjZfFjkrEQIYRm-g-3rO9mzU
4b,No Website + Good,J & C Auto Repair,"12239 Sowden Rd, Houston, TX 77080",Houston,Texas,(713) 939-0103,,4.1,15,Auto repair shop,Monday: 7 AM to 6 PM | Tuesday: 7 AM to 6 PM | Wednesday: 7 AM to 6 PM | Thursday: 7 AM to 6 PM | Friday: 7 AM to 6 PM | Saturday: 7 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=J%20%26%20C%20Auto%20Repair&query_place_id=ChIJBYkct8fFQIYRfRV6ZdaDB3Y,Kempwood,no,auto repair shop,auto_repair,2026-03-11T16:23:01.721Z,ChIJBYkct8fFQIYRfRV6ZdaDB3Y
